# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
CADBPJ010000083.1	cds	4262	4963	+	BBJOLO_00696	280.0	7.6e-94	1.0	0.963	0.605	UniRef:UniRef50_A0A1C5ZK52
CADBPJ010000083.1	cds	4969	6147	+	BBJOLO_00697	-	-	-	-	-	-
CADBPJ010000083.1	cds	6183	6392	+	BBJOLO_00698	-	-	-	-	-	-
CADBPJ010000083.1	cds	6404	7627	+	BBJOLO_00699	454.0	1.1e-156	1.0	0.904	0.509	UniRef:UniRef50_A0A0R3K034
CADBPJ010000084.1	cds	64	807	+	BBJOLO_00700	196.0	6.1e-61	0.802	0.917	0.500	UniRef:UniRef50_A0A645ED01
CADBPJ010000085.1	cds	17	538	+	BBJOLO_00701	-	-	-	-	-	-
CADBPJ010000085.1	cds	931	1812	+	BBJOLO_00702	-	-	-	-	-	-
CADBPJ010000086.1	cds	57	812	+	BBJOLO_00703	-	-	-	-	-	-
CADBPJ010000086.1	cds	1071	2207	+	BBJOLO_00704	-	-	-	-	-	-
CADBPJ010000086.1	cds	2217	2843	+	BBJOLO_00705	-	-	-	-	-	-
CADBPJ010000086.1	cds	2840	4297	+	BBJOLO_00706	524.0	2.8e-182	0.992	0.982	0.565	UniRef:UniRef50_A0A373PXP5
CADBPJ010000086.1	cds	4290	5258	+	BBJOLO_00707	-	-	-	-	-	-
CADBPJ010000086.1	cds	5286	5546	-	BBJOLO_00708	-	-	-	-	-	-
CADBPJ010000086.1	cds	5865	6107	+	BBJOLO_00709	-	-	-	-	-	-
CADBPJ010000086.1	cds	6131	6550	+	BBJOLO_00710	167.0	1.7e-52	1.0	0.927	0.647	UniRef:UniRef50_A0A399FAE6
CADBPJ010000086.1	cds	6694	7182	+	BBJOLO_00711	243.0	1.4e-81	1.0	0.876	0.722	UniRef:UniRef50_P21469
CADBPJ010000087.1	cds	1696	2037	-	BBJOLO_00712	-	-	-	-	-	-
CADBPJ010000087.1	cds	2179	2706	+	BBJOLO_00713	198.0	3.4e-63	0.983	0.811	0.558	UniRef:UniRef50_E6UIC2
CADBPJ010000087.1	cds	2712	4262	+	BBJOLO_00714	-	-	-	-	-	-
CADBPJ010000087.1	cds	4377	5132	-	BBJOLO_00715	-	-	-	-	-	-
CADBPJ010000087.1	cds	5257	6663	-	BBJOLO_00716	495.0	2.8e-171	0.966	0.934	0.549	UniRef:UniRef50_A0A7X8M4L7
CADBPJ010000087.1	cds	7010	7771	+	BBJOLO_00717	325.0	2.2e-110	1.036	0.806	0.607	UniRef:UniRef50_Q5L051
CADBPJ010000087.1	cds	7790	9229	+	BBJOLO_00718	722.0	1.6e-259	0.998	0.869	0.732	UniRef:UniRef50_A0A3D4VNC8
CADBPJ010000087.1	cds	9244	10101	+	BBJOLO_00719	355.0	6.1e-122	1.0	0.925	0.565	UniRef:UniRef50_P66836
CADBPJ010000087.1	cds	10117	10224	+	BBJOLO_00720	-	-	-	-	-	-
CADBPJ010000087.1	cds	10211	13129	+	BBJOLO_00721	-	-	-	-	-	-
CADBPJ010000088.1	cds	994	2541	-	BBJOLO_00722	-	-	-	-	-	-
CADBPJ010000088.1	cds	2556	3110	-	BBJOLO_00723	-	-	-	-	-	-
CADBPJ010000088.1	cds	3113	3700	-	BBJOLO_00724	259.0	3.5e-87	0.974	0.950	0.668	UniRef:UniRef50_A0A3C1A4D4
CADBPJ010000088.1	cds	3711	4754	-	BBJOLO_00725	401.0	6.6e-137	1.014	0.802	0.577	UniRef:UniRef50_A0A0C2HAZ1
CADBPJ010000089.1	cds	70	1611	+	BBJOLO_00726	609.0	1.0e-214	0.996	0.943	0.569	UniRef:UniRef50_A0A3D2YDP5
CADBPJ010000089.1	cds	1621	2859	+	BBJOLO_00727	-	-	-	-	-	-
CADBPJ010000089.1	cds	2852	4255	+	BBJOLO_00728	574.0	1.0e-201	1.0	0.884	0.630	UniRef:UniRef50_B0G8M7
CADBPJ010000089.1	cds	4294	4908	-	BBJOLO_00729	226.0	4.2e-73	1.020	0.867	0.529	UniRef:UniRef50_A0A0N8NSM7
CADBPJ010000089.1	cds	5149	5964	-	BBJOLO_00730	-	-	-	-	-	-
CADBPJ010000090.1	cds	119	652	+	BBJOLO_00731	-	-	-	-	-	-
CADBPJ010000090.1	cds	1108	2277	-	BBJOLO_00732	-	-	-	-	-	-
CADBPJ010000091.1	cds	880	1557	-	BBJOLO_00733	244.0	5.7e-80	1.0	0.962	0.520	UniRef:UniRef50_U2JUN1
CADBPJ010000091.1	cds	1768	4089	+	BBJOLO_00734	852.0	9.3e-301	1.019	0.875	0.549	UniRef:UniRef50_Q07736
CADBPJ010000091.1	cds	4102	5550	+	BBJOLO_00735	840.0	2.1e-307	0.994	0.990	0.835	UniRef:UniRef50_A0A9D2KBN6
CADBPJ010000092.1	cds	83	292	+	BBJOLO_00736	-	-	-	-	-	-
CADBPJ010000092.1	cds	555	746	+	BBJOLO_00737	-	-	-	-	-	-
CADBPJ010000092.1	cds	852	1190	+	BBJOLO_00738	-	-	-	-	-	-
CADBPJ010000092.1	cds	1430	2380	+	BBJOLO_00739	-	-	-	-	-	-
CADBPJ010000092.1	cds	2325	3284	+	BBJOLO_00740	-	-	-	-	-	-
CADBPJ010000093.1	cds	442	1905	+	BBJOLO_00741	-	-	-	-	-	-
CADBPJ010000093.1	cds	1962	3629	+	BBJOLO_00742	-	-	-	-	-	-
CADBPJ010000093.1	cds	3675	6488	+	BBJOLO_00743	-	-	-	-	-	-
CADBPJ010000093.1	cds	6504	9824	+	BBJOLO_00744	-	-	-	-	-	-
CADBPJ010000093.1	cds	10097	13495	+	BBJOLO_00745	-	-	-	-	-	-
CADBPJ010000094.1	cds	173	961	-	BBJOLO_00746	310.0	2.2e-104	0.981	0.832	0.588	UniRef:UniRef50_R5EWN1
CADBPJ010000094.1	cds	986	2053	-	BBJOLO_00747	-	-	-	-	-	-
CADBPJ010000095.1	cds	16	822	+	BBJOLO_00748	-	-	-	-	-	-
CADBPJ010000095.1	cds	824	1789	+	BBJOLO_00749	371.0	1.5e-126	0.975	0.830	0.553	UniRef:UniRef50_F0YYX5
CADBPJ010000095.1	cds	1792	2625	+	BBJOLO_00750	391.0	3.0e-136	1.0	0.908	0.708	UniRef:UniRef50_A0A928N191
CADBPJ010000095.1	cds	2685	3806	+	BBJOLO_00751	-	-	-	-	-	-
CADBPJ010000095.1	cds	3874	4827	+	BBJOLO_00752	375.0	8.5e-129	0.997	0.952	0.551	UniRef:UniRef50_A0A4S4BPC3
CADBPJ010000096.1	cds	245	1021	-	BBJOLO_00753	284.0	1.2e-94	0.992	0.938	0.555	UniRef:UniRef50_A0A356B0J4
CADBPJ010000096.1	cds	1053	2459	-	BBJOLO_00754	476.0	4.3e-163	1.004	0.877	0.506	UniRef:UniRef50_A0A178IEX8
CADBPJ010000096.1	cds	2465	3286	-	BBJOLO_00755	-	-	-	-	-	-
CADBPJ010000096.1	cds	3301	4461	-	BBJOLO_00756	491.0	5.3e-172	1.0	0.935	0.591	UniRef:UniRef50_A0A858X7R2
CADBPJ010000096.1	cds	4482	4763	-	BBJOLO_00757	-	-	-	-	-	-
CADBPJ010000097.1	cds	85	432	+	BBJOLO_00758	-	-	-	-	-	-
CADBPJ010000097.1	cds	571	771	-	BBJOLO_00759	-	-	-	-	-	-
CADBPJ010000097.1	cds	836	1396	+	BBJOLO_00760	-	-	-	-	-	-
CADBPJ010000097.1	cds	1432	2340	-	BBJOLO_00761	-	-	-	-	-	-
CADBPJ010000098.1	cds	80	1174	+	BBJOLO_00762	-	-	-	-	-	-
CADBPJ010000098.1	cds	1171	2283	+	BBJOLO_00763	483.0	9.3e-169	0.986	0.822	0.649	UniRef:UniRef50_A0A6I4Q4C7
CADBPJ010000098.1	cds	2274	3281	+	BBJOLO_00764	-	-	-	-	-	-
CADBPJ010000098.1	cds	3290	4255	+	BBJOLO_00765	-	-	-	-	-	-
CADBPJ010000099.1	cds	197	1978	-	BBJOLO_00766	830.0	2.6e-299	1.034	0.998	0.656	UniRef:UniRef50_Q8XNL5
CADBPJ010000099.1	cds	2013	2435	-	BBJOLO_00767	143.0	1.4e-42	1.007	0.806	0.504	UniRef:UniRef50_A0A1Q2MJ57
CADBPJ010000099.1	cds	2451	3221	-	BBJOLO_00768	-	-	-	-	-	-
CADBPJ010000100.1	cds	5	577	+	BBJOLO_00769	-	-	-	-	-	-
CADBPJ010000100.1	cds	570	1223	+	BBJOLO_00770	-	-	-	-	-	-
CADBPJ010000101.1	cds	231	422	+	BBJOLO_00771	-	-	-	-	-	-
CADBPJ010000101.1	cds	441	665	+	BBJOLO_00772	71.2	2.7e-16	0.892	0.815	0.530	UniRef:UniRef50_A0A7T7AN86
CADBPJ010000101.1	cds	665	1756	+	BBJOLO_00773	388.0	1.0e-132	1.003	0.997	0.558	UniRef:UniRef50_A0A373QE35
CADBPJ010000101.1	cds	1746	2009	+	BBJOLO_00774	-	-	-	-	-	-
CADBPJ010000101.1	cds	2035	3972	+	BBJOLO_00775	774.0	1.0e-275	0.994	0.971	0.633	UniRef:UniRef50_P33769
CADBPJ010000101.1	cds	4023	4430	+	BBJOLO_00776	130.0	5.3e-38	0.993	0.905	0.500	UniRef:UniRef50_A0A1V4SML1
CADBPJ010000101.1	cds	4521	5375	+	BBJOLO_00777	322.0	2.0e-108	0.975	0.812	0.578	UniRef:UniRef50_A0A2N2EEX0
CADBPJ010000101.1	cds	5389	6780	+	BBJOLO_00778	553.0	6.0e-194	1.037	0.952	0.613	UniRef:UniRef50_A0A970Q346
CADBPJ010000101.1	cds	6952	7644	+	BBJOLO_00779	376.0	2.3e-131	1.0	0.824	0.791	UniRef:UniRef50_Q6LS00
CADBPJ010000101.1	cds	7665	8666	+	BBJOLO_00780	481.0	1.1e-169	0.991	0.857	0.733	UniRef:UniRef50_A0AAE3VI23
CADBPJ010000101.1	cds	8839	9054	-	BBJOLO_00781	-	-	-	-	-	-
CADBPJ010000101.1	cds	9161	9397	+	BBJOLO_00782	93.6	6.7e-25	0.987	0.819	0.610	UniRef:UniRef50_C9L8V4
CADBPJ010000101.1	cds	9618	10658	+	BBJOLO_00783	-	-	-	-	-	-
CADBPJ010000101.1	cds	10768	12090	+	BBJOLO_00784	507.0	7.4e-177	1.0	0.967	0.561	UniRef:UniRef50_A0AA36Y706
CADBPJ010000101.1	cds	12149	12796	+	BBJOLO_00785	228.0	3.5e-74	1.023	0.973	0.564	UniRef:UniRef50_A0A7X5KQD4
CADBPJ010000102.1	cds	273	605	+	BBJOLO_00786	-	-	-	-	-	-
CADBPJ010000102.1	cds	624	2009	+	BBJOLO_00787	-	-	-	-	-	-
CADBPJ010000102.1	cds	2025	2759	+	BBJOLO_00788	-	-	-	-	-	-
CADBPJ010000103.1	cds	104	1501	-	BBJOLO_00789	-	-	-	-	-	-
CADBPJ010000103.1	cds	1637	2791	-	BBJOLO_00790	410.0	1.5e-140	1.013	0.953	0.524	UniRef:UniRef50_Q9CHW4
CADBPJ010000103.1	cds	2791	3876	-	BBJOLO_00791	464.0	1.9e-162	1.003	0.955	0.660	UniRef:UniRef50_B7J6V1
CADBPJ010000103.1	cds	3939	4667	-	BBJOLO_00792	-	-	-	-	-	-
CADBPJ010000103.1	cds	4822	5214	+	BBJOLO_00793	127.0	7.5e-37	1.0	0.942	0.515	UniRef:UniRef50_A0A1J5NVT7
CADBPJ010000103.1	cds	5201	6097	+	BBJOLO_00794	363.0	1.2e-124	1.010	0.987	0.601	UniRef:UniRef50_R5EFH2
CADBPJ010000104.1	cds	1285	1671	-	BBJOLO_00795	-	-	-	-	-	-
CADBPJ010000104.1	cds	1655	2269	-	BBJOLO_00796	-	-	-	-	-	-
CADBPJ010000104.1	cds	2285	2878	-	BBJOLO_00797	266.0	1.4e-89	0.924	0.820	0.731	UniRef:UniRef50_A0A3C1A717
CADBPJ010000104.1	cds	2879	3619	-	BBJOLO_00798	-	-	-	-	-	-
CADBPJ010000104.1	cds	3619	3963	-	BBJOLO_00799	-	-	-	-	-	-
CADBPJ010000105.1	cds	196	1029	-	BBJOLO_00800	367.0	9.4e-127	0.993	0.887	0.640	UniRef:UniRef50_B0TD39
CADBPJ010000105.1	cds	1051	2181	-	BBJOLO_00801	564.0	4.6e-201	0.989	0.882	0.707	UniRef:UniRef50_A5I6E9
CADBPJ010000106.1	cds	91	900	+	BBJOLO_00802	-	-	-	-	-	-
CADBPJ010000106.1	cds	923	1186	+	BBJOLO_00803	-	-	-	-	-	-
CADBPJ010000106.1	cds	1179	1634	+	BBJOLO_00804	-	-	-	-	-	-
CADBPJ010000106.1	cds	1808	2086	-	BBJOLO_00805	142.0	4.9e-44	0.989	0.989	0.692	UniRef:UniRef50_A0A6N9PHJ0
CADBPJ010000107.1	cds	24	200	-	BBJOLO_00806	-	-	-	-	-	-
CADBPJ010000107.1	cds	354	1457	+	BBJOLO_00807	-	-	-	-	-	-
CADBPJ010000108.1	cds	260	1009	+	BBJOLO_00808	-	-	-	-	-	-
CADBPJ010000108.1	cds	1162	2430	-	BBJOLO_00809	-	-	-	-	-	-
CADBPJ010000108.1	cds	2502	3611	-	BBJOLO_00810	-	-	-	-	-	-
CADBPJ010000108.1	cds	3949	4740	-	BBJOLO_00811	-	-	-	-	-	-
CADBPJ010000108.1	cds	4737	5330	-	BBJOLO_00812	-	-	-	-	-	-
CADBPJ010000108.1	cds	5406	5603	-	BBJOLO_00813	-	-	-	-	-	-
CADBPJ010000108.1	cds	5675	6160	-	BBJOLO_00814	-	-	-	-	-	-
CADBPJ010000108.1	cds	6404	7060	-	BBJOLO_00815	197.0	2.7e-62	0.881	0.937	0.542	UniRef:UniRef50_U4KL24
CADBPJ010000108.1	cds	7157	9460	-	BBJOLO_00816	-	-	-	-	-	-
CADBPJ010000108.1	cds	9472	9957	-	BBJOLO_00817	-	-	-	-	-	-
CADBPJ010000108.1	cds	10018	10290	-	BBJOLO_00818	-	-	-	-	-	-
CADBPJ010000108.1	cds	10313	12649	-	BBJOLO_00819	820.0	8.6e-289	0.995	0.927	0.536	UniRef:UniRef50_A0A1I7IIP6
CADBPJ010000108.1	cds	13003	13578	-	BBJOLO_00820	-	-	-	-	-	-
CADBPJ010000108.1	cds	13593	14432	-	BBJOLO_00821	349.0	6.6e-120	0.928	0.899	0.645	UniRef:UniRef50_A0A096D9K3
CADBPJ010000108.1	cds	14512	15111	-	BBJOLO_00822	-	-	-	-	-	-
CADBPJ010000109.1	cds	37	522	+	BBJOLO_00823	-	-	-	-	-	-
CADBPJ010000109.1	cds	582	1430	+	BBJOLO_00824	-	-	-	-	-	-
CADBPJ010000109.1	cds	1435	4902	+	BBJOLO_00825	1699.0	0.0	1.020	0.998	0.718	UniRef:UniRef50_A0A9D1MBP2
CADBPJ010000109.1	cds	5039	5254	+	BBJOLO_00826	-	-	-	-	-	-
CADBPJ010000109.1	cds	5277	6257	+	BBJOLO_00827	392.0	8.7e-135	0.960	0.826	0.617	UniRef:UniRef50_A0A133Y6J0
CADBPJ010000109.1	cds	6261	6677	+	BBJOLO_00828	137.0	1.6e-40	0.920	0.852	0.512	UniRef:UniRef50_S0FK63
CADBPJ010000109.1	cds	6851	7807	+	BBJOLO_00829	361.0	4.2e-123	0.987	0.935	0.535	UniRef:UniRef50_A0A373QDS1
CADBPJ010000109.1	cds	7822	9273	+	BBJOLO_00830	-	-	-	-	-	-
CADBPJ010000109.1	tRNA	9397	9472	+	BBJOLO_00831	70.6	-	-	-	-	-
CADBPJ010000110.1	cds	36	1271	-	BBJOLO_00832	478.0	3.1e-165	1.107	0.923	0.543	UniRef:UniRef50_A0A162U285
CADBPJ010000110.1	cds	1268	2710	-	BBJOLO_00833	587.0	2.2e-206	1.081	0.966	0.586	UniRef:UniRef50_A0A2K4ZDQ6
CADBPJ010000110.1	cds	2752	3471	-	BBJOLO_00834	-	-	-	-	-	-
CADBPJ010000110.1	cds	3556	4305	-	BBJOLO_00835	-	-	-	-	-	-
CADBPJ010000110.1	cds	4314	5612	-	BBJOLO_00836	443.0	3.2e-152	0.949	0.958	0.529	UniRef:UniRef50_A0A3D5ZRN9
CADBPJ010000110.1	cds	5630	6052	-	BBJOLO_00837	-	-	-	-	-	-
CADBPJ010000111.1	cds	103	543	+	BBJOLO_00838	186.0	1.7e-59	1.007	0.845	0.612	UniRef:UniRef50_A3DIP5
CADBPJ010000111.1	cds	530	1240	+	BBJOLO_00839	241.0	3.7e-78	1.004	0.898	0.519	UniRef:UniRef50_A0A1Q3RDP6
CADBPJ010000111.1	cds	1221	2078	+	BBJOLO_00840	304.0	5.2e-102	0.965	0.948	0.556	UniRef:UniRef50_A0A7V6P013
CADBPJ010000111.1	cds	2134	2934	+	BBJOLO_00841	303.0	7.9e-102	0.996	0.940	0.543	UniRef:UniRef50_A0A1I7HM83
CADBPJ010000111.1	cds	2951	3838	+	BBJOLO_00842	-	-	-	-	-	-
CADBPJ010000111.1	cds	3862	4479	+	BBJOLO_00843	-	-	-	-	-	-
CADBPJ010000111.1	cds	4495	5205	-	BBJOLO_00844	-	-	-	-	-	-
CADBPJ010000111.1	cds	5457	5693	+	BBJOLO_00845	-	-	-	-	-	-
CADBPJ010000111.1	cds	5707	5904	+	BBJOLO_00846	-	-	-	-	-	-
CADBPJ010000111.1	cds	5904	6173	+	BBJOLO_00847	-	-	-	-	-	-
CADBPJ010000111.1	cds	6213	6926	-	BBJOLO_00848	-	-	-	-	-	-
CADBPJ010000111.1	cds	7113	7787	+	BBJOLO_00849	-	-	-	-	-	-
CADBPJ010000111.1	cds	7865	8215	+	BBJOLO_00850	-	-	-	-	-	-
CADBPJ010000112.1	cds	56	391	+	BBJOLO_00851	-	-	-	-	-	-
CADBPJ010000112.1	cds	393	1151	+	BBJOLO_00852	356.0	2.9e-123	0.956	0.903	0.664	UniRef:UniRef50_A0A0S8EC86
CADBPJ010000112.1	cds	1151	1693	+	BBJOLO_00853	-	-	-	-	-	-
CADBPJ010000112.1	cds	1690	2244	-	BBJOLO_00854	-	-	-	-	-	-
CADBPJ010000112.1	cds	2316	2789	+	BBJOLO_00855	181.0	4.4e-57	1.076	0.994	0.562	UniRef:UniRef50_F4LVZ8
CADBPJ010000112.1	cds	3028	4380	+	BBJOLO_00856	-	-	-	-	-	-
CADBPJ010000112.1	cds	4377	4829	-	BBJOLO_00857	-	-	-	-	-	-
CADBPJ010000113.1	cds	133	813	+	BBJOLO_00858	-	-	-	-	-	-
CADBPJ010000113.1	cds	827	1717	+	BBJOLO_00859	-	-	-	-	-	-
CADBPJ010000113.1	cds	1704	1847	+	BBJOLO_00860	-	-	-	-	-	-
CADBPJ010000113.1	cds	1844	2347	+	BBJOLO_00861	-	-	-	-	-	-
CADBPJ010000113.1	cds	2361	3281	+	BBJOLO_00862	455.0	1.4e-160	0.974	0.923	0.711	UniRef:UniRef50_A0A1Y3RTR9
CADBPJ010000114.1	cds	219	1166	-	BBJOLO_00863	374.0	4.0e-128	1.010	0.938	0.563	UniRef:UniRef50_A0A1C5YCK2
CADBPJ010000114.1	cds	1160	2008	-	BBJOLO_00864	345.0	3.1e-118	1.0	0.989	0.589	UniRef:UniRef50_A0A6N2SEH6
CADBPJ010000114.1	cds	2156	2953	+	BBJOLO_00865	-	-	-	-	-	-
CADBPJ010000114.1	cds	3032	4228	-	BBJOLO_00866	-	-	-	-	-	-
CADBPJ010000115.1	cds	210	1844	-	BBJOLO_00867	647.0	9.6e-229	0.987	0.952	0.626	UniRef:UniRef50_A0A174YLQ0
CADBPJ010000115.1	cds	1955	2854	-	BBJOLO_00868	384.0	7.4e-133	1.030	0.981	0.653	UniRef:UniRef50_B0N7S7
CADBPJ010000115.1	cds	2856	3638	-	BBJOLO_00869	-	-	-	-	-	-
CADBPJ010000115.1	cds	3788	5368	-	BBJOLO_00870	533.0	2.4e-184	0.943	0.883	0.611	UniRef:UniRef50_B0S1D0
CADBPJ010000115.1	cds	5878	6504	+	BBJOLO_00871	291.0	2.2e-99	1.0	0.967	0.692	UniRef:UniRef50_A0AA87NTB5
CADBPJ010000116.1	cds	41	1504	+	BBJOLO_00872	-	-	-	-	-	-
CADBPJ010000116.1	cds	1620	4880	+	BBJOLO_00873	-	-	-	-	-	-
CADBPJ010000116.1	cds	4928	7654	+	BBJOLO_00874	-	-	-	-	-	-
CADBPJ010000116.1	cds	7903	8121	+	BBJOLO_00875	-	-	-	-	-	-
CADBPJ010000116.1	cds	8118	8747	+	BBJOLO_00876	217.0	6.6e-70	0.923	0.906	0.549	UniRef:UniRef50_A0A810PQV4
CADBPJ010000116.1	cds	8858	9535	-	BBJOLO_00877	-	-	-	-	-	-
CADBPJ010000117.1	cds	104	2701	-	BBJOLO_00878	838.0	8.2e-294	1.025	1.003	0.503	UniRef:UniRef50_A5N8I5
CADBPJ010000117.1	cds	3104	3481	-	BBJOLO_00879	137.0	7.4e-41	1.0	0.977	0.552	UniRef:UniRef50_A0A3C1A4I7
CADBPJ010000117.1	cds	3478	4896	-	BBJOLO_00880	536.0	9.1e-187	0.985	0.898	0.555	UniRef:UniRef50_A5I2S3
CADBPJ010000117.1	cds	5061	5906	+	BBJOLO_00881	-	-	-	-	-	-
CADBPJ010000117.1	cds	6175	6921	-	BBJOLO_00882	380.0	5.2e-133	0.996	0.984	0.757	UniRef:UniRef50_A0A1C5NZ60
CADBPJ010000117.1	cds	6936	7598	-	BBJOLO_00883	-	-	-	-	-	-
CADBPJ010000117.1	cds	7611	8162	-	BBJOLO_00884	216.0	8.9e-70	0.973	0.809	0.607	UniRef:UniRef50_A0A4P8I7Q4
CADBPJ010000117.1	cds	8176	9186	-	BBJOLO_00885	-	-	-	-	-	-
CADBPJ010000117.1	cds	9179	9802	-	BBJOLO_00886	258.0	3.6e-86	0.990	0.958	0.620	UniRef:UniRef50_A0A3G1KS38
CADBPJ010000117.1	cds	9814	10440	-	BBJOLO_00887	-	-	-	-	-	-
CADBPJ010000118.1	cds	32	586	+	BBJOLO_00888	166.0	1.9e-50	0.924	0.842	0.524	UniRef:UniRef50_A0A9C8AA18
CADBPJ010000118.1	cds	659	1339	+	BBJOLO_00889	214.0	5.6e-68	0.947	0.873	0.505	UniRef:UniRef50_A0A1H9YE69
CADBPJ010000118.1	cds	1326	2330	+	BBJOLO_00890	331.0	2.0e-110	0.910	0.804	0.559	UniRef:UniRef50_A0A1E8F214
CADBPJ010000119.1	cds	387	836	-	BBJOLO_00891	-	-	-	-	-	-
CADBPJ010000119.1	cds	836	1819	-	BBJOLO_00892	-	-	-	-	-	-
CADBPJ010000119.1	cds	1842	2456	-	BBJOLO_00893	-	-	-	-	-	-
CADBPJ010000120.1	cds	168	725	+	BBJOLO_00894	-	-	-	-	-	-
CADBPJ010000120.1	cds	1042	1908	+	BBJOLO_00895	-	-	-	-	-	-
CADBPJ010000120.1	cds	1908	2804	+	BBJOLO_00896	364.0	3.3e-125	1.013	0.977	0.636	UniRef:UniRef50_A0A9D5R9E8
CADBPJ010000120.1	cds	2864	3226	+	BBJOLO_00897	-	-	-	-	-	-
CADBPJ010000120.1	cds	3226	3513	+	BBJOLO_00898	-	-	-	-	-	-
CADBPJ010000120.1	cds	3523	4086	+	BBJOLO_00899	-	-	-	-	-	-
CADBPJ010000121.1	cds	27	284	+	BBJOLO_00900	-	-	-	-	-	-
CADBPJ010000121.1	cds	311	1234	+	BBJOLO_00901	411.0	5.5e-143	0.971	0.879	0.674	UniRef:UniRef50_F5X3C3
CADBPJ010000121.1	cds	1227	2270	+	BBJOLO_00902	380.0	2.5e-129	1.029	0.922	0.546	UniRef:UniRef50_A3DDC8
CADBPJ010000121.1	cds	2252	2941	+	BBJOLO_00903	236.0	1.6e-76	1.127	0.956	0.519	UniRef:UniRef50_B6G1M2
CADBPJ010000122.1	cds	267	1115	+	BBJOLO_00904	-	-	-	-	-	-
CADBPJ010000122.1	cds	1164	2702	-	BBJOLO_00905	-	-	-	-	-	-
CADBPJ010000123.1	cds	36	461	+	BBJOLO_00906	-	-	-	-	-	-
CADBPJ010000123.1	cds	454	1434	+	BBJOLO_00907	-	-	-	-	-	-
CADBPJ010000123.1	cds	1330	1782	-	BBJOLO_00908	-	-	-	-	-	-
CADBPJ010000124.1	cds	7	453	+	BBJOLO_00909	-	-	-	-	-	-
CADBPJ010000124.1	cds	479	2320	+	BBJOLO_00910	677.0	8.3e-238	1.031	0.939	0.565	UniRef:UniRef50_A0A654DET1
CADBPJ010000124.1	cds	2344	4488	+	BBJOLO_00911	-	-	-	-	-	-
CADBPJ010000124.1	cds	4511	5218	+	BBJOLO_00912	-	-	-	-	-	-
CADBPJ010000124.1	cds	5243	5587	+	BBJOLO_00913	-	-	-	-	-	-
CADBPJ010000124.1	cds	5717	6895	-	BBJOLO_00914	442.0	6.3e-153	1.0	0.973	0.561	UniRef:UniRef50_A0A1C6G4X1
CADBPJ010000124.1	cds	7104	9005	+	BBJOLO_00915	691.0	3.5e-243	0.927	0.880	0.547	UniRef:UniRef50_A0A9E1I0C8
CADBPJ010000124.1	cds	9022	10233	+	BBJOLO_00916	429.0	3.7e-147	0.998	0.953	0.570	UniRef:UniRef50_A0A1E8GKI5
CADBPJ010000124.1	cds	10292	11395	+	BBJOLO_00917	456.0	2.2e-159	1.0	0.981	0.624	UniRef:UniRef50_A0A1C5ZK13
CADBPJ010000124.1	cds	11577	13223	+	BBJOLO_00918	572.0	3.4e-200	0.874	0.974	0.582	UniRef:UniRef50_A0A174KBI7
CADBPJ010000124.1	cds	13256	15730	+	BBJOLO_00919	898.0	0.0	0.994	0.973	0.543	UniRef:UniRef50_A0A374AVY5
CADBPJ010000124.1	cds	15835	17772	+	BBJOLO_00920	843.0	6.6e-303	1.002	0.995	0.615	UniRef:UniRef50_A0A7X5R5S3
CADBPJ010000124.1	cds	17846	18811	-	BBJOLO_00921	380.0	4.1e-130	0.960	0.828	0.617	UniRef:UniRef50_O34755
CADBPJ010000124.1	cds	18842	19723	-	BBJOLO_00922	-	-	-	-	-	-
CADBPJ010000124.1	cds	19736	20461	-	BBJOLO_00923	278.0	1.2e-92	1.046	0.890	0.563	UniRef:UniRef50_A0A7U9XFF0
CADBPJ010000124.1	cds	20530	21054	-	BBJOLO_00924	192.0	6.6e-61	1.006	0.818	0.537	UniRef:UniRef50_S0JI11
CADBPJ010000124.1	tRNA	21113	21199	-	BBJOLO_00925	68.2	-	-	-	-	-
CADBPJ010000125.1	tRNA	41	117	-	BBJOLO_00926	67.3	-	-	-	-	-
CADBPJ010000125.1	tRNA	137	213	-	BBJOLO_00927	87.7	-	-	-	-	-
CADBPJ010000125.1	tRNA	224	297	-	BBJOLO_00928	77.8	-	-	-	-	-
CADBPJ010000125.1	cds	453	1568	-	BBJOLO_00929	-	-	-	-	-	-
CADBPJ010000125.1	cds	1555	1797	-	BBJOLO_00930	-	-	-	-	-	-
CADBPJ010000125.1	cds	1892	2443	-	BBJOLO_00931	200.0	7.1e-64	0.929	0.863	0.576	UniRef:UniRef50_A3DBU2
CADBPJ010000125.1	cds	2575	3792	+	BBJOLO_00932	502.0	2.2e-175	0.980	0.845	0.632	UniRef:UniRef50_Q2RG67
CADBPJ010000125.1	cds	4096	4941	+	BBJOLO_00933	-	-	-	-	-	-
CADBPJ010000125.1	cds	4965	5888	-	BBJOLO_00934	-	-	-	-	-	-
CADBPJ010000126.1	cds	194	742	-	BBJOLO_00935	-	-	-	-	-	-
CADBPJ010000126.1	cds	735	1274	-	BBJOLO_00936	-	-	-	-	-	-
