# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
CADBPJ010000221.1	cds	1442	1759	-	BBJOLO_01502		hypothetical protein	
CADBPJ010000221.1	cds	1777	2838	-	BBJOLO_01503		Tyrosine-type recombinase/integrase	SO:0001217, UniRef:UniRef50_A0A3C1A651
CADBPJ010000221.1	cds	2894	4228	-	BBJOLO_01504		hypothetical protein	PFAM:PF01743.26, PFAM:PF12627.12, PFAM:PF13735.12
CADBPJ010000221.1	cds	4335	4919	-	BBJOLO_01505		hypothetical protein	
CADBPJ010000221.1	cds	4936	5964	-	BBJOLO_01506		hypothetical protein	
CADBPJ010000221.1	cds	5988	6515	-	BBJOLO_01507		hypothetical protein	
CADBPJ010000221.1	cds	6652	7800	-	BBJOLO_01508		ribose-phosphate diphosphokinase	SO:0001217, UniRef:UniRef50_A0A1V5TED2
CADBPJ010000221.1	cds	7989	8525	-	BBJOLO_01509		Stage V sporulation protein T	SO:0001217, UniRef:UniRef50_P37554
CADBPJ010000221.1	cds	8672	9988	-	BBJOLO_01510		AAA+ ATPase domain-containing protein	SO:0001217, UniRef:UniRef50_K9DX18
CADBPJ010000221.1	cds	10201	10404	-	BBJOLO_01511		hypothetical protein	PFAM:PF01381.28
CADBPJ010000221.1	cds	10640	10843	-	BBJOLO_01512		hypothetical protein	
CADBPJ010000221.1	cds	11007	13961	-	BBJOLO_01513		hypothetical protein	PFAM:PF00395.25
CADBPJ010000221.1	cds	14641	14919	-	BBJOLO_01514		Damage-inducible protein	SO:0001217, UniRef:UniRef50_A0A1F9MR57
CADBPJ010000221.1	cds	14920	15192	-	BBJOLO_01515		RelB/DinJ family addiction module antitoxin	SO:0001217, UniRef:UniRef50_R0A256
CADBPJ010000221.1	cds	15368	17590	-	BBJOLO_01516		hypothetical protein	PFAM:PF00395.25
CADBPJ010000221.1	cds	17636	18820	-	BBJOLO_01517		hypothetical protein	PFAM:PF02687.27, PFAM:PF12704.14
CADBPJ010000221.1	cds	18820	19557	-	BBJOLO_01518	macB	Macrolide export ATP-binding/permease protein MacB	SO:0001217, UniRef:UniRef50_A0A1C6HF94
CADBPJ010000221.1	cds	19557	21497	-	BBJOLO_01519		hypothetical protein	PFAM:PF00364.28, PFAM:PF13533.12, PFAM:PF16576.10
CADBPJ010000221.1	cds	21940	23706	-	BBJOLO_01520	rqcH	Rqc2-like protein RqcH	SO:0001217, UniRef:UniRef50_A0A373Q8Q3
CADBPJ010000221.1	cds	23706	25931	-	BBJOLO_01521		hypothetical protein	PFAM:PF00580.27, PFAM:PF13245.12, PFAM:PF13361.12, PFAM:PF13538.12, PFAM:PF13604.12, PFAM:PF21196.3
CADBPJ010000221.1	cds	26111	27076	+	BBJOLO_01522		hypothetical protein	
CADBPJ010000221.1	cds	27174	28385	+	BBJOLO_01523		hypothetical protein	
CADBPJ010000221.1	cds	28428	30221	-	BBJOLO_01524		Phosphoenolpyruvate carboxykinase [GTP]	SO:0001217, UniRef:UniRef50_A0A6N8I2K7
CADBPJ010000221.1	cds	30741	31382	+	BBJOLO_01525		hypothetical protein	PFAM:PF00702.32
CADBPJ010000221.1	cds	31589	32383	-	BBJOLO_01526		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A1Q5R305
CADBPJ010000221.1	cds	32367	33293	-	BBJOLO_01527		ABC transporter permease	SO:0001217, UniRef:UniRef50_R9MCZ6
CADBPJ010000221.1	cds	33364	34350	-	BBJOLO_01528		hypothetical protein	
CADBPJ010000221.1	cds	34512	34997	-	BBJOLO_01529		Putative amidase domain-containing protein	SO:0001217, UniRef:UniRef50_F2JIA0
CADBPJ010000222.1	cds	10	693	+	BBJOLO_01530		hypothetical protein	PFAM:PF00132.30
CADBPJ010000222.1	cds	804	1775	-	BBJOLO_01531		hypothetical protein	PFAM:PF09115.15, PFAM:PF13177.12
CADBPJ010000222.1	cds	1911	2567	+	BBJOLO_01532	kdgA	KHG/KDPG aldolase KdgA	SO:0001217, UniRef:UniRef50_L7VID9
CADBPJ010000222.1	cds	2579	3610	+	BBJOLO_01533		2-dehydro-3-deoxygluconokinase	SO:0001217, UniRef:UniRef50_A0A0P0GXY0
CADBPJ010000222.1	cds	3760	5238	+	BBJOLO_01534		Stage IV sporulation protein A	SO:0001217, UniRef:UniRef50_A0A2S3QGM2
CADBPJ010000223.1	cds	1494	2696	-	BBJOLO_01535		hypothetical protein	PFAM:PF00404.24, PFAM:PF02368.24, PFAM:PF21461.3, PFAM:PF22359.2
CADBPJ010000223.1	cds	2997	3560	+	BBJOLO_01536		hypothetical protein	PFAM:PF13349.12
CADBPJ010000223.1	cds	3676	4671	+	BBJOLO_01537		Phosphate acetyltransferase	SO:0001217, UniRef:UniRef50_P71103
CADBPJ010000223.1	cds	4702	5898	+	BBJOLO_01538		Acetate kinase	SO:0001217, UniRef:UniRef50_Q59331
CADBPJ010000223.1	cds	6136	7104	+	BBJOLO_01539		hypothetical protein	
CADBPJ010000223.1	cds	7400	8572	-	BBJOLO_01540	rmuC	DNA recombination protein RmuC	SO:0001217, UniRef:UniRef50_A0A2G6F840
CADBPJ010000223.1	cds	8632	9321	-	BBJOLO_01541		hypothetical protein	PFAM:PF01381.28, PFAM:PF04542.20, PFAM:PF04545.22
CADBPJ010000223.1	cds	9524	10207	-	BBJOLO_01542		hypothetical protein	PFAM:PF13240.11, PFAM:PF13248.11, PFAM:PF17032.10, PFAM:PF18912.6, PFAM:PF24460.1, PFAM:PF24463.1
CADBPJ010000224.1	cds	649	1902	+	BBJOLO_01543	htrA	Putative serine protease HtrA	SO:0001217, UniRef:UniRef50_A0A1C6C4M1
CADBPJ010000224.1	cds	2094	2687	+	BBJOLO_01544		hypothetical protein	PFAM:PF01648.25, PFAM:PF22624.1
CADBPJ010000224.1	cds	2656	2853	-	BBJOLO_01545		hypothetical protein	
CADBPJ010000224.1	cds	2916	3362	+	BBJOLO_01546		hypothetical protein	
CADBPJ010000225.1	cds	56	589	+	BBJOLO_01547		hypothetical protein	
CADBPJ010000225.1	cds	586	1800	+	BBJOLO_01548		BaiN-like insert domain-containing protein	SO:0001217, UniRef:UniRef50_Q0AV28
CADBPJ010000225.1	cds	1815	2846	+	BBJOLO_01549		hypothetical protein	PFAM:PF02224.24, PFAM:PF07736.16, PFAM:PF13189.12, PFAM:PF13207.12
CADBPJ010000225.1	cds	2846	3427	+	BBJOLO_01550		hypothetical protein	
CADBPJ010000226.1	cds	20	316	+	BBJOLO_01551		hypothetical protein	
CADBPJ010000226.1	cds	282	1271	+	BBJOLO_01552		hypothetical protein	PFAM:PF01731.26, PFAM:PF10282.15
CADBPJ010000226.1	cds	2192	2446	-	BBJOLO_01553		hypothetical protein	
CADBPJ010000227.1	cds	294	1661	-	BBJOLO_01554		UPF0210 protein SP_0239	SO:0001217, UniRef:UniRef50_Q97ST4
CADBPJ010000227.1	cds	1674	1943	-	BBJOLO_01555		UPF0237 protein RUM_06200	SO:0001217, UniRef:UniRef50_D4LB41
CADBPJ010000227.1	cds	1963	2682	-	BBJOLO_01556	trmH	TrmH family tRNA/rRNA methyltransferase	SO:0001217, UniRef:UniRef50_A0A8A0RMX8
CADBPJ010000227.1	cds	2798	4006	-	BBJOLO_01557		Aspartokinase	SO:0001217, UniRef:UniRef50_A0A136WBQ0
CADBPJ010000227.1	cds	4036	4941	-	BBJOLO_01558		hypothetical protein	PFAM:PF00288.32, PFAM:PF08544.19
CADBPJ010000227.1	cds	4941	6137	-	BBJOLO_01559		Homoserine dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1I5RC01
CADBPJ010000227.1	cds	6274	7131	-	BBJOLO_01560		hypothetical protein	PFAM:PF00892.27
CADBPJ010000227.1	cds	7344	7490	+	BBJOLO_01561		hypothetical protein	
CADBPJ010000227.1	cds	7491	8840	-	BBJOLO_01562		hypothetical protein	PFAM:PF13354.11
CADBPJ010000227.1	cds	8837	11056	-	BBJOLO_01563	recD2	ATP-dependent RecD2 DNA helicase	SO:0001217, UniRef:UniRef50_A0A1C6C7W6
CADBPJ010000227.1	cds	11053	12354	-	BBJOLO_01564		hypothetical protein	PFAM:PF00155.27, PFAM:PF01276.26, PFAM:PF03711.20, PFAM:PF05889.19
CADBPJ010000227.1	cds	12392	13306	-	BBJOLO_01565		Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	SO:0001217, UniRef:UniRef50_A8MIU4
CADBPJ010000227.1	cds	13306	14061	-	BBJOLO_01566		hypothetical protein	PFAM:PF10418.14
CADBPJ010000227.1	cds	14307	15221	-	BBJOLO_01567		Orotidine 5'-phosphate decarboxylase	SO:0001217, UniRef:UniRef50_D4LE72
CADBPJ010000227.1	cds	15237	16529	-	BBJOLO_01568		Dihydroorotase	SO:0001217, UniRef:UniRef50_A0A1G1PL73
CADBPJ010000227.1	cds	16675	17589	-	BBJOLO_01569		Aspartate carbamoyltransferase catalytic subunit	SO:0001217, UniRef:UniRef50_A4XKT1
CADBPJ010000227.1	cds	17776	18525	+	BBJOLO_01570		Stage 0 sporulation A-like protein	SO:0001217, UniRef:UniRef50_F4LV57
CADBPJ010000227.1	cds	18537	20351	+	BBJOLO_01571		hypothetical protein	PFAM:PF00512.31, PFAM:PF00672.30, PFAM:PF02518.31
CADBPJ010000227.1	cds	20686	21012	-	BBJOLO_01572		hypothetical protein	PFAM:PF13240.11, PFAM:PF13396.11
CADBPJ010000227.1	cds	21669	21995	-	BBJOLO_01573		hypothetical protein	
CADBPJ010000227.1	cds	21995	22726	-	BBJOLO_01574		hypothetical protein	
CADBPJ010000227.1	cds	22734	22967	-	BBJOLO_01575		hypothetical protein	
CADBPJ010000227.1	cds	23318	23539	-	BBJOLO_01576		DZANK-type domain-containing protein	SO:0001217, UniRef:UniRef50_H1BAN7
CADBPJ010000227.1	cds	23552	23869	-	BBJOLO_01577		hypothetical protein	PFAM:PF01381.28, PFAM:PF13384.12
CADBPJ010000227.1	cds	24079	25191	-	BBJOLO_01578		hypothetical protein	PFAM:PF07833.16
CADBPJ010000228.1	cds	584	1645	-	BBJOLO_01579		hypothetical protein	PFAM:PF00535.33, PFAM:PF13641.12
CADBPJ010000228.1	cds	1658	2719	-	BBJOLO_01580		hypothetical protein	
CADBPJ010000228.1	cds	2762	3907	-	BBJOLO_01581		hypothetical protein	PFAM:PF13692.12
CADBPJ010000228.1	cds	3904	4752	-	BBJOLO_01582		hypothetical protein	PFAM:PF00149.33, PFAM:PF12850.12
CADBPJ010000228.1	cds	4749	6113	-	BBJOLO_01583		hypothetical protein	
CADBPJ010000228.1	cds	6103	7473	-	BBJOLO_01584		hypothetical protein	
CADBPJ010000228.1	cds	7421	8668	-	BBJOLO_01585		hypothetical protein	
CADBPJ010000228.1	cds	8646	9470	-	BBJOLO_01586		hypothetical protein	PFAM:PF00535.33, PFAM:PF13641.12
CADBPJ010000228.1	cds	9436	10860	-	BBJOLO_01587		hypothetical protein	PFAM:PF02397.22
CADBPJ010000228.1	cds	10997	13501	-	BBJOLO_01588		hypothetical protein	PFAM:PF00395.25
CADBPJ010000228.1	ncRNA-region	13563	13642	-			c-di-GMP-I riboswitch aptamer	RFAM:RF01051, SO:0000035
CADBPJ010000228.1	cds	13872	14342	-	BBJOLO_01589		thioredoxin-dependent peroxiredoxin	SO:0001217, UniRef:UniRef50_A0A9D9DEQ4
CADBPJ010000228.1	cds	14336	15082	-	BBJOLO_01590		hypothetical protein	PFAM:PF03883.20
CADBPJ010000228.1	cds	15637	16311	-	BBJOLO_01591		hypothetical protein	PFAM:PF07833.16
CADBPJ010000229.1	cds	854	2434	+	BBJOLO_01592		hypothetical protein	PFAM:PF00395.25
CADBPJ010000229.1	cds	2533	3735	-	BBJOLO_01593		hypothetical protein	
CADBPJ010000229.1	cds	3800	4567	+	BBJOLO_01594		hypothetical protein	
CADBPJ010000229.1	cds	4545	4805	-	BBJOLO_01595		hypothetical protein	
CADBPJ010000229.1	cds	4926	6539	+	BBJOLO_01596		ABC transport system ATP-binding protein	SO:0001217, UniRef:UniRef50_R5Y8E8
CADBPJ010000229.1	cds	6585	7412	+	BBJOLO_01597		Thymidylate synthase	SO:0001217, UniRef:UniRef50_F7V4D5
CADBPJ010000229.1	cds	7428	8222	+	BBJOLO_01598		Pyrroline-5-carboxylate reductase	SO:0001217, UniRef:UniRef50_A0A401UII5
CADBPJ010000229.1	cds	8238	9173	+	BBJOLO_01599		Sodium/calcium exchanger membrane region domain-containing protein	SO:0001217, UniRef:UniRef50_R8W271
CADBPJ010000229.1	cds	9187	9774	+	BBJOLO_01600		Cytokinin riboside 5'-monophosphate phosphoribohydrolase	SO:0001217, UniRef:UniRef50_A0A1T4KB25
CADBPJ010000230.1	cds	120	407	+	BBJOLO_01601		hypothetical protein	PFAM:PF14579.12
CADBPJ010000230.1	cds	490	666	+	BBJOLO_01602		hypothetical protein	PFAM:PF20076.4
CADBPJ010000230.1	cds	635	1270	+	BBJOLO_01603		hypothetical protein	PFAM:PF04542.20
CADBPJ010000230.1	cds	1285	1581	+	BBJOLO_01604		hypothetical protein	PFAM:PF13451.12, PFAM:PF23477.1
CADBPJ010000230.1	cds	1602	2522	+	BBJOLO_01605		hypothetical protein	
CADBPJ010000230.1	cds	2600	3478	+	BBJOLO_01606		Methylenetetrahydrofolate reductase	SO:0001217, UniRef:UniRef50_A0A174RGX7
CADBPJ010000230.1	cds	3590	4192	+	BBJOLO_01607		AdoMet activation domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9D5TRK3
CADBPJ010000230.1	cds	4189	6582	+	BBJOLO_01608		Methionine synthase	SO:0001217, UniRef:UniRef50_A5N6T7
CADBPJ010000231.1	tRNA	1932	2021	-	BBJOLO_01609	trnS	tRNA-Ser(gga)	SO:0000269
CADBPJ010000231.1	cds	2146	4107	+	BBJOLO_01610		UvrABC system protein B	SO:0001217, UniRef:UniRef50_Q67T57
CADBPJ010000232.1	cds	218	925	+	BBJOLO_01611		hypothetical protein	
CADBPJ010000232.1	cds	900	1358	-	BBJOLO_01612		Ethanolamine utilization protein, GTPase family	SO:0001217, UniRef:UniRef50_A0A650ML20
CADBPJ010000232.1	cds	1355	1735	-	BBJOLO_01613	pduU	Propanediol utilization protein PduU	SO:0001217, UniRef:UniRef50_A0A1C5KI65
CADBPJ010000232.1	cds	1753	2220	-	BBJOLO_01614		hypothetical protein	
CADBPJ010000232.1	cds	2230	3297	-	BBJOLO_01615		Peptide chain release factor 1	SO:0001217, UniRef:UniRef50_O51214
CADBPJ010000232.1	cds	3531	6185	+	BBJOLO_01616		hypothetical protein	PFAM:PF14504.11, PFAM:PF24880.1
CADBPJ010000233.1	cds	224	1543	+	BBJOLO_01617		hypothetical protein	PFAM:PF11867.13, PFAM:PF22679.2
CADBPJ010000233.1	cds	1540	2271	+	BBJOLO_01618		YgjP-like metallopeptidase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1M6TGT4
CADBPJ010000233.1	cds	2627	3019	-	BBJOLO_01619		hypothetical protein	
CADBPJ010000233.1	cds	3043	3918	-	BBJOLO_01620		hypothetical protein	
CADBPJ010000233.1	cds	4056	5201	-	BBJOLO_01621		hypothetical protein	
CADBPJ010000233.1	cds	5381	5620	-	BBJOLO_01622		Phosphopantetheine attachment protein	SO:0001217, UniRef:UniRef50_A0A352UM57
CADBPJ010000233.1	cds	5622	7157	-	BBJOLO_01623		hypothetical protein	
CADBPJ010000233.1	cds	7171	7482	-	BBJOLO_01624		hypothetical protein	
CADBPJ010000234.1	cds	115	1668	+	BBJOLO_01625		hypothetical protein	PFAM:PF00575.29, PFAM:PF13509.12, PFAM:PF21710.3, PFAM:PF23459.1
CADBPJ010000234.1	cds	1912	2448	+	BBJOLO_01626		hypothetical protein	
CADBPJ010000235.1	cds	9	713	+	BBJOLO_01627		hypothetical protein	
CADBPJ010000235.1	cds	889	1335	+	BBJOLO_01628		Large ribosomal subunit protein uL13	SO:0001217, UniRef:UniRef50_A0A970JCK9
CADBPJ010000235.1	cds	1350	1745	+	BBJOLO_01629		Small ribosomal subunit protein uS9	SO:0001217, UniRef:UniRef50_Q9CDG7
CADBPJ010000235.1	cds	1834	2505	-	BBJOLO_01630		hypothetical protein	
CADBPJ010000235.1	cds	3078	3542	-	BBJOLO_01631		hypothetical protein	
CADBPJ010000235.1	cds	3683	5023	+	BBJOLO_01632		hypothetical protein	PFAM:PF00331.26
CADBPJ010000235.1	cds	5204	6583	+	BBJOLO_01633		4Fe-4S ferredoxin-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9W6CA05
CADBPJ010000236.1	cds	40	237	+	BBJOLO_01634		hypothetical protein	
CADBPJ010000236.1	cds	238	1467	+	BBJOLO_01635		hypothetical protein	
CADBPJ010000236.1	cds	1739	2821	+	BBJOLO_01636		hypothetical protein	PFAM:PF00768.25, PFAM:PF07943.18, PFAM:PF13354.11
CADBPJ010000236.1	cds	2839	3585	+	BBJOLO_01637		Pseudouridine synthase	SO:0001217, UniRef:UniRef50_A5I2T5
CADBPJ010000236.1	cds	3570	4184	+	BBJOLO_01638		Exonuclease domain-containing protein	SO:0001217, UniRef:UniRef50_A0A373QDH8
CADBPJ010000237.1	cds	55	1083	+	BBJOLO_01639		Ketol-acid reductoisomerase (NADP(+))	SO:0001217, UniRef:UniRef50_Q02138
CADBPJ010000237.1	cds	1279	2034	+	BBJOLO_01640		hypothetical protein	
CADBPJ010000237.1	cds	2059	2796	+	BBJOLO_01641		hypothetical protein	PFAM:PF01381.28, PFAM:PF04542.20, PFAM:PF04545.22
CADBPJ010000238.1	cds	8	124	+	BBJOLO_01642		hypothetical protein	
CADBPJ010000238.1	cds	124	1134	+	BBJOLO_01643	mreB	Cell shape-determining protein MreB	SO:0001217, UniRef:UniRef50_Q01465
CADBPJ010000238.1	cds	1149	1970	+	BBJOLO_01644		hypothetical protein	PFAM:PF04085.20
CADBPJ010000238.1	cds	1997	2503	+	BBJOLO_01645		hypothetical protein	
CADBPJ010000239.1	cds	5	1330	-	BBJOLO_01646		Alpha-galactosidase	SO:0001217, UniRef:UniRef50_O34645
CADBPJ010000239.1	cds	1451	2206	+	BBJOLO_01647		hypothetical protein	PFAM:PF00165.29, PFAM:PF02311.25, PFAM:PF12833.13
CADBPJ010000239.1	cds	2224	2454	-	BBJOLO_01648		HPr domain-containing protein	SO:0001217, UniRef:UniRef50_B0K7I9
CADBPJ010000239.1	cds	2613	3905	+	BBJOLO_01649		tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase	SO:0001217, UniRef:UniRef50_A0A7C6Z061
CADBPJ010000240.1	cds	873	1721	-	BBJOLO_01650		Transketolase 1	SO:0001217, UniRef:UniRef50_A0A1C6DRC0
CADBPJ010000240.1	cds	1741	2709	-	BBJOLO_01651		Acetyl esterase	SO:0001217, UniRef:UniRef50_E3EBX3
CADBPJ010000240.1	cds	2712	3116	-	BBJOLO_01652		Mini-ribonuclease 3	SO:0001217, UniRef:UniRef50_R4K9K3
CADBPJ010000240.1	cds	3117	3683	-	BBJOLO_01653		hypothetical protein	PFAM:PF01406.26, PFAM:PF09190.17, PFAM:PF23493.1
CADBPJ010000241.1	cds	118	1443	+	BBJOLO_01654		hypothetical protein	PFAM:PF00331.26
CADBPJ010000241.1	cds	1673	1894	-	BBJOLO_01655		hypothetical protein	
CADBPJ010000242.1	cds	25	723	+	BBJOLO_01656		hypothetical protein	PFAM:PF13186.11
CADBPJ010000242.1	cds	766	1863	-	BBJOLO_01657		hypothetical protein	
CADBPJ010000242.1	cds	1920	2456	-	BBJOLO_01658		Rubrerythrin	SO:0001217, UniRef:UniRef50_G9WJZ0
CADBPJ010000242.1	tRNA	2733	2816	-	BBJOLO_01659	trnL	tRNA-Leu(gag)	SO:0000264
CADBPJ010000242.1	cds	2937	4292	+	BBJOLO_01660		hypothetical protein	PFAM:PF00395.25
CADBPJ010000242.1	cds	4428	4895	-	BBJOLO_01661		hypothetical protein	
CADBPJ010000242.1	cds	5024	5587	-	BBJOLO_01662		Elongation factor P	SO:0001217, UniRef:UniRef50_B1I3C0
CADBPJ010000242.1	cds	5726	6775	-	BBJOLO_01663		hypothetical protein	PFAM:PF00557.29, PFAM:PF01321.24
CADBPJ010000242.1	cds	6759	7196	-	BBJOLO_01664		3-dehydroquinate dehydratase	SO:0001217, UniRef:UniRef50_A0A2R8C8T2
CADBPJ010000242.1	cds	7213	8271	-	BBJOLO_01665		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	SO:0001217, UniRef:UniRef50_Q81LV7
CADBPJ010000242.1	cds	8271	9431	-	BBJOLO_01666		hypothetical protein	
CADBPJ010000242.1	cds	9428	10582	-	BBJOLO_01667		1-deoxy-D-xylulose 5-phosphate reductoisomerase	SO:0001217, UniRef:UniRef50_A0A1C5NHS8
CADBPJ010000242.1	cds	10673	11470	-	BBJOLO_01668		hypothetical protein	
CADBPJ010000242.1	cds	11490	11744	-	BBJOLO_01669		hypothetical protein	
CADBPJ010000243.1	cds	79	693	+	BBJOLO_01670		hypothetical protein	
CADBPJ010000243.1	cds	696	986	+	BBJOLO_01671		hypothetical protein	
CADBPJ010000243.1	cds	997	1560	+	BBJOLO_01672		hypothetical protein	
CADBPJ010000243.1	cds	1716	2309	+	BBJOLO_01673		Abortive infection protein AbiGI	SO:0001217, UniRef:UniRef50_A6NXL7
CADBPJ010000244.1	ncRNA-region	952	1086	+			FMN riboswitch aptamer (RFN element)	RFAM:RF00050, SO:0000035
CADBPJ010000244.1	cds	1148	2209	+	BBJOLO_01674	ribD	Riboflavin biosynthesis protein RibD	SO:0001217, UniRef:UniRef50_A0A2M9HBU8
CADBPJ010000244.1	cds	2211	2843	+	BBJOLO_01675		Riboflavin synthase	SO:0001217, UniRef:UniRef50_A0AA43XLC9
CADBPJ010000244.1	cds	2857	4053	+	BBJOLO_01676		Riboflavin biosynthesis protein RibBA	SO:0001217, UniRef:UniRef50_A0A1V2YCF3
CADBPJ010000244.1	cds	4067	4531	+	BBJOLO_01677		6,7-dimethyl-8-ribityllumazine synthase	SO:0001217, UniRef:UniRef50_Q8RIR4
CADBPJ010000244.1	cds	4670	4969	+	BBJOLO_01678		hypothetical protein	
CADBPJ010000244.1	cds	4992	5213	-	BBJOLO_01679		hypothetical protein	
CADBPJ010000245.1	cds	153	620	+	BBJOLO_01680		hypothetical protein	
CADBPJ010000245.1	cds	845	1150	-	BBJOLO_01681		hypothetical protein	
CADBPJ010000245.1	cds	1310	1663	-	BBJOLO_01682		hypothetical protein	
CADBPJ010000245.1	cds	1686	2216	-	BBJOLO_01683		hypothetical protein	
CADBPJ010000245.1	cds	2270	2746	-	BBJOLO_01684		hypothetical protein	PFAM:PF01381.28
CADBPJ010000245.1	cds	2753	3109	-	BBJOLO_01685		hypothetical protein	PFAM:PF12959.12
CADBPJ010000245.1	cds	3112	3954	-	BBJOLO_01686		hypothetical protein	
CADBPJ010000245.1	cds	4152	5966	-	BBJOLO_01687		RNA-directed DNA polymerase	SO:0001217, UniRef:UniRef50_I8XFU1
CADBPJ010000245.1	cds	6554	14329	-	BBJOLO_01688		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A373QCE4
CADBPJ010000245.1	cds	14347	14724	-	BBJOLO_01689		hypothetical protein	
CADBPJ010000245.1	cds	14759	15805	-	BBJOLO_01690		hypothetical protein	
CADBPJ010000245.1	cds	15805	16722	-	BBJOLO_01691		hypothetical protein	
CADBPJ010000245.1	cds	16722	17024	-	BBJOLO_01692		hypothetical protein	
CADBPJ010000245.1	cds	17021	17221	-	BBJOLO_01693		hypothetical protein	
CADBPJ010000245.1	cds	17214	17414	-	BBJOLO_01694		hypothetical protein	
CADBPJ010000245.1	cds	17420	17677	-	BBJOLO_01695		hypothetical protein	
CADBPJ010000245.1	cds	17713	17850	-	BBJOLO_01696		hypothetical protein	
CADBPJ010000246.1	cds	1353	1859	-	BBJOLO_01697	hydC	Iron hydrogenase HydC	SO:0001217, UniRef:UniRef50_H6LFG7
CADBPJ010000246.1	cds	2030	2731	+	BBJOLO_01698		DUF421 domain-containing protein	SO:0001217, UniRef:UniRef50_C0EZW9
CADBPJ010000247.1	cds	209	1237	+	BBJOLO_01699	rlmN	putative dual-specificity RNA methyltransferase RlmN	SO:0001217, UniRef:UniRef50_Q182S0
CADBPJ010000247.1	cds	1198	1977	+	BBJOLO_01700		hypothetical protein	
CADBPJ010000248.1	cds	220	1224	+	BBJOLO_01701		hypothetical protein	
CADBPJ010000248.1	cds	1236	1403	+	BBJOLO_01702		hypothetical protein	
CADBPJ010000248.1	ncRNA	1439	1763	-	BBJOLO_01703	RNaseP_bact_a	Bacterial RNase P class A	RFAM:RF00010, SO:0000386
CADBPJ010000248.1	cds	1798	2640	-	BBJOLO_01704		hypothetical protein	
CADBPJ010000248.1	cds	2657	3349	-	BBJOLO_01705		tRNA 5-hydroxyuridine methyltransferase	SO:0001217, UniRef:UniRef50_A0A9D1MBY9
CADBPJ010000248.1	cds	3349	4377	-	BBJOLO_01706		hypothetical protein	
CADBPJ010000248.1	cds	4390	5550	-	BBJOLO_01707		Amidohydrolase family protein	SO:0001217, UniRef:UniRef50_A0A956MY56
CADBPJ010000248.1	cds	5586	6506	-	BBJOLO_01708		Thioredoxin reductase	SO:0001217, UniRef:UniRef50_A0A373Q030
CADBPJ010000248.1	cds	6575	7549	-	BBJOLO_01709		hypothetical protein	
CADBPJ010000248.1	cds	7624	8220	-	BBJOLO_01710		hypothetical protein	
CADBPJ010000249.1	cds	1	1263	+	BBJOLO_01711		2,3-dimethylmalate dehydratase large subunit	SO:0001217, UniRef:UniRef50_Q0QLE2
CADBPJ010000249.1	cds	1431	1922	+	BBJOLO_01712		3-isopropylmalate dehydratase small subunit	SO:0001217, UniRef:UniRef50_Q97EE1
CADBPJ010000249.1	cds	1936	2997	+	BBJOLO_01713		3-isopropylmalate dehydrogenase	SO:0001217, UniRef:UniRef50_Q7VH33
CADBPJ010000249.1	cds	3048	5333	+	BBJOLO_01714		Lon protease	SO:0001217, UniRef:UniRef50_A0A061NKY7
CADBPJ010000249.1	cds	5334	5954	+	BBJOLO_01715	engB	putative GTP-binding protein EngB	SO:0001217, UniRef:UniRef50_A0A3C1A558
CADBPJ010000249.1	cds	6151	7512	+	BBJOLO_01716		MFS transporter, AGZA family, xanthine/uracil permease	SO:0001217, UniRef:UniRef50_R9L1M3
CADBPJ010000249.1	cds	8022	9062	+	BBJOLO_01717	hrcA	Heat-inducible transcription repressor HrcA	SO:0001217, UniRef:UniRef50_A0A9D1LVC1
CADBPJ010000249.1	cds	9052	9618	+	BBJOLO_01718		hypothetical protein	
CADBPJ010000249.1	cds	9659	11500	+	BBJOLO_01719	dnaK	Chaperone protein DnaK	SO:0001217, UniRef:UniRef50_E8LD11
CADBPJ010000250.1	cds	143	2440	+	BBJOLO_01720	traG	TraG P-loop domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1I7IIP6
CADBPJ010000250.1	cds	2483	2977	+	BBJOLO_01721		hypothetical protein	PFAM:PF00990.26
CADBPJ010000251.1	cds	207	1022	+	BBJOLO_01722		Bifunctional folate synthesis protein	SO:0001217, UniRef:UniRef50_A5Z383
CADBPJ010000251.1	cds	1019	1972	+	BBJOLO_01723		hypothetical protein	
CADBPJ010000252.1	cds	1027	1164	-	BBJOLO_01724		hypothetical protein	
CADBPJ010000252.1	cds	1229	1495	-	BBJOLO_01725		hypothetical protein	
CADBPJ010000252.1	cds	1601	1801	+	BBJOLO_01726		Arc-like DNA binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Y4NBT6
