#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
CADBPJ010000170.1	8853	9362	-	BBJOLO_01226	17.8	9.2	PF07670.19|Gate	PFAM:PF07670.19
CADBPJ010000170.1	13684	14739	-	BBJOLO_01230	38.4	4.7	PF09587.15|PGA_cap	PFAM:PF09587.15
CADBPJ010000170.1	15859	16377	-	BBJOLO_01232	18.6	4.7		
CADBPJ010000171.1	1580	2881	-	BBJOLO_01233	50.0	6.1	PF10544.15|T5orf172	PFAM:PF10544.15
CADBPJ010000171.1	5152	6495	-	BBJOLO_01236	50.8	8.5	PF11734.13|TilS_C	PFAM:PF11734.13
CADBPJ010000171.1	6501	7883	-	BBJOLO_01237	51.5	4.9	PF00772.26|DnaB, PF03796.21|DnaB_C, PF13481.12|AAA_25	PFAM:PF00772.26, PFAM:PF03796.21, PFAM:PF13481.12
CADBPJ010000171.1	8364	10385	-	BBJOLO_01239	75.5	6.1	PF01368.27|DHH, PF02272.25|DHHA1, PF24898.1|GGDEF_GdpP	PFAM:PF01368.27, PFAM:PF02272.25, PFAM:PF24898.1
CADBPJ010000171.1	10422	10724	-	BBJOLO_01240	11.3	4.6	PF12643.12|MazG-like	PFAM:PF12643.12
CADBPJ010000172.1	1605	3782	+	BBJOLO_01242	84.2	5.0		
CADBPJ010000172.1	3779	4885	+	BBJOLO_01243	42.9	8.4		
CADBPJ010000172.1	6311	8200	+	BBJOLO_01245	71.6	5.1	PF00563.25|EAL, PF00990.26|GGDEF	PFAM:PF00563.25, PFAM:PF00990.26
CADBPJ010000172.1	8439	9365	+	BBJOLO_01246	36.5	5.2		
CADBPJ010000173.1	1422	3008	+	BBJOLO_01248	59.2	7.6		
CADBPJ010000173.1	3139	4776	-	BBJOLO_01249	61.3	5.3		
CADBPJ010000174.1	4259	6817	-	BBJOLO_01253	94.6	8.7	PF00905.27|Transpeptidase, PF00912.28|Transgly	PFAM:PF00905.27, PFAM:PF00912.28
CADBPJ010000174.1	6994	7380	+	BBJOLO_01254	14.4	4.7		
CADBPJ010000175.1	101	283	+	BBJOLO_01255	6.9	9.5		
CADBPJ010000175.1	289	1584	+	BBJOLO_01256	49.4	9.1		
CADBPJ010000175.1	1589	2800	+	BBJOLO_01257	45.7	7.5	PF13439.12|Glyco_transf_4, PF13524.12|Glyco_trans_1_2, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13524.12, PFAM:PF13692.12
CADBPJ010000176.1	4460	6766	+	BBJOLO_01263	85.9	6.9	PF00753.33|Lactamase_B, PF12706.13|Lactamase_B_2, PF13567.11|DUF4131	PFAM:PF00753.33, PFAM:PF12706.13, PFAM:PF13567.11
CADBPJ010000177.1	147	1511	-	BBJOLO_01265	50.2	8.6	PF00398.26|RrnaAD, PF01938.26|TRAM, PF05175.20|MTS, PF13649.12|Methyltransf_25, PF13847.12|Methyltransf_31	PFAM:PF00398.26, PFAM:PF01938.26, PFAM:PF05175.20, PFAM:PF13649.12, PFAM:PF13847.12
CADBPJ010000177.1	3670	4215	-	BBJOLO_01267	18.8	5.1	PF00936.24|BMC	PFAM:PF00936.24
CADBPJ010000177.1	4227	5561	-	BBJOLO_01268	48.0	8.1	PF01512.22|Complex1_51K, PF13375.12|RnfC_N, PF13534.11|Fer4_17	PFAM:PF01512.22, PFAM:PF13375.12, PFAM:PF13534.11
CADBPJ010000177.1	6985	7395	-	BBJOLO_01272	14.6	9.6	PF00936.24|BMC	PFAM:PF00936.24
CADBPJ010000177.1	10737	11267	-	BBJOLO_01277	18.4	5.1		
CADBPJ010000177.1	14841	15806	-	BBJOLO_01281	34.6	4.1	PF07833.16|Cu_amine_oxidN1	PFAM:PF07833.16
CADBPJ010000177.1	15945	16775	+	BBJOLO_01282	30.9	5.7	PF00246.29|Peptidase_M14	PFAM:PF00246.29
CADBPJ010000177.1	16880	17239	-	BBJOLO_01283	13.7	8.6		
CADBPJ010000178.1	41	439	+	BBJOLO_01285	14.2	5.0		
CADBPJ010000178.1	444	1301	+	BBJOLO_01286	31.3	6.5	PF03193.22|RsgA_GTPase, PF16745.11|RsgA_N	PFAM:PF03193.22, PFAM:PF16745.11
CADBPJ010000178.1	1927	2532	+	BBJOLO_01288	22.3	5.1	PF04263.21|TPK_catalytic, PF04265.19|TPK_B1_binding	PFAM:PF04263.21, PFAM:PF04265.19
CADBPJ010000178.1	6722	8605	+	BBJOLO_01293	72.8	8.8	PF01541.30|GIY-YIG, PF08459.17|UvrC_RNaseH_dom, PF12826.13|HHH_2, PF14520.12|HHH_5, PF22920.2|UvrC_RNaseH	PFAM:PF01541.30, PFAM:PF08459.17, PFAM:PF12826.13, PFAM:PF14520.12, PFAM:PF22920.2
CADBPJ010000179.1	380	607	+	BBJOLO_01294	8.4	4.8	PF01381.28|HTH_3, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF13560.12
CADBPJ010000179.1	722	1480	-	BBJOLO_01295	28.3	5.2	PF13527.13|Acetyltransf_9, PF13673.13|Acetyltransf_10	PFAM:PF13527.13, PFAM:PF13673.13
CADBPJ010000179.1	1470	2450	-	BBJOLO_01296	38.6	5.6		
CADBPJ010000180.1	558	2027	+	BBJOLO_01297	53.9	4.9	PF00370.27|FGGY_N, PF02782.22|FGGY_C	PFAM:PF00370.27, PFAM:PF02782.22
CADBPJ010000180.1	2024	3379	+	BBJOLO_01298	50.1	5.1	PF02952.23|Fucose_iso_C	PFAM:PF02952.23
CADBPJ010000181.1	966	1235	-	BBJOLO_01300	9.8	5.5		
CADBPJ010000181.1	1437	2132	-	BBJOLO_01301	24.9	5.3	PF07833.16|Cu_amine_oxidN1, PF08305.17|NPCBM	PFAM:PF07833.16, PFAM:PF08305.17
CADBPJ010000182.1	2161	2826	-	BBJOLO_01304	23.8	6.1	PF00892.27|EamA	PFAM:PF00892.27
CADBPJ010000183.1	1455	2144	+	BBJOLO_01306	25.8	9.4		
CADBPJ010000184.1	319	1812	-	BBJOLO_01307	55.6	6.1	PF01420.25|Methylase_S	PFAM:PF01420.25
CADBPJ010000185.1	764	1369	-	BBJOLO_01312	22.6	6.5	PF04055.27|Radical_SAM, PF13353.11|Fer4_12	PFAM:PF04055.27, PFAM:PF13353.11
CADBPJ010000186.1	1023	1220	-	BBJOLO_01315	7.4	9.5		
CADBPJ010000186.1	1217	1888	-	BBJOLO_01316	24.1	4.6		
CADBPJ010000186.1	3862	4053	-	BBJOLO_01319	7.1	9.4	PF12728.13|HTH_17	PFAM:PF12728.13
CADBPJ010000186.1	4626	4970	-	BBJOLO_01320	13.3	9.9	PF08220.18|HTH_DeoR, PF08279.18|HTH_11	PFAM:PF08220.18, PFAM:PF08279.18
CADBPJ010000186.1	5046	5231	-	BBJOLO_01321	7.1	9.8		
CADBPJ010000186.1	5494	5730	+	BBJOLO_01322	9.0	5.4		
CADBPJ010000187.1	29	562	+	BBJOLO_01324	20.0	4.3		
CADBPJ010000187.1	742	1800	+	BBJOLO_01325	41.2	9.4	PF14659.12|Phage_int_SAM_3	PFAM:PF14659.12
CADBPJ010000188.1	1195	1812	-	BBJOLO_01327	23.7	4.9	PF00702.32|Hydrolase	PFAM:PF00702.32
CADBPJ010000188.1	2530	4329	+	BBJOLO_01329	66.4	4.7	PF12229.13|PG_binding_4	PFAM:PF12229.13
CADBPJ010000188.1	4388	5575	+	BBJOLO_01330	44.4	5.9	PF00152.25|tRNA-synt_2	PFAM:PF00152.25
CADBPJ010000189.1	41	979	+	BBJOLO_01333	34.1	5.2	PF01380.27|SIS	PFAM:PF01380.27
CADBPJ010000190.1	95	412	+	BBJOLO_01335	11.3	9.7		
CADBPJ010000190.1	1728	3083	-	BBJOLO_01337	49.0	5.3	PF01225.30|Mur_ligase, PF02875.26|Mur_ligase_C, PF08245.18|Mur_ligase_M	PFAM:PF01225.30, PFAM:PF02875.26, PFAM:PF08245.18
CADBPJ010000190.1	7003	7521	-	BBJOLO_01340	19.8	8.6		
CADBPJ010000190.1	8458	9000	-	BBJOLO_01342	20.8	5.5		
CADBPJ010000190.1	11492	12304	+	BBJOLO_01344	30.5	9.0		
CADBPJ010000190.1	14507	14704	+	BBJOLO_01347	7.5	5.3	PF01381.28|HTH_3, PF12844.13|HTH_19, PF13443.12|HTH_26, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF12844.13, PFAM:PF13443.12, PFAM:PF13560.12
CADBPJ010000190.1	14708	15118	+	BBJOLO_01348	15.9	9.8		
CADBPJ010000190.1	15149	15523	-	BBJOLO_01349	14.6	5.8	PF01381.28|HTH_3, PF12844.13|HTH_19, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF12844.13, PFAM:PF13560.12
CADBPJ010000191.1	187	1185	-	BBJOLO_01350	39.1	8.7		
CADBPJ010000191.1	1222	2262	-	BBJOLO_01351	39.5	8.9		
CADBPJ010000191.1	2252	3364	-	BBJOLO_01352	42.1	6.2	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
CADBPJ010000191.1	3376	4320	-	BBJOLO_01353	36.8	9.1		
CADBPJ010000192.1	3362	3805	+	BBJOLO_01359	16.6	5.6	PF09424.15|YqeY	PFAM:PF09424.15
CADBPJ010000193.1	3	329	+	BBJOLO_01361	12.0	4.5		
CADBPJ010000193.1	987	1481	-	BBJOLO_01363	18.0	6.5	PF00358.26|PTS_EIIA_1	PFAM:PF00358.26
CADBPJ010000193.1	1597	1848	-	BBJOLO_01364	9.1	5.4	PF01381.28|HTH_3	PFAM:PF01381.28
CADBPJ010000194.1	1135	1767	+	BBJOLO_01366	23.6	5.0	PF00753.33|Lactamase_B	PFAM:PF00753.33
CADBPJ010000195.1	1191	1958	-	BBJOLO_01372	28.6	5.2	PF13472.12|Lipase_GDSL_2	PFAM:PF13472.12
CADBPJ010000195.1	1968	2690	-	BBJOLO_01373	27.7	5.5	PF13472.12|Lipase_GDSL_2	PFAM:PF13472.12
CADBPJ010000195.1	2677	3294	-	BBJOLO_01374	23.7	6.4	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000196.1	247	420	+	BBJOLO_01375	6.2	4.1		
CADBPJ010000196.1	1121	1720	-	BBJOLO_01376	22.4	5.3	PF00075.30|RNase_H, PF01693.22|Cauli_VI, PF13456.12|RVT_3	PFAM:PF00075.30, PFAM:PF01693.22, PFAM:PF13456.12
CADBPJ010000197.1	207	410	-	BBJOLO_01378	7.4	10.0		
CADBPJ010000198.1	110	766	-	BBJOLO_01379	23.6	4.8		
CADBPJ010000198.1	771	1232	-	BBJOLO_01380	17.8	6.5	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
CADBPJ010000198.1	4592	6055	+	BBJOLO_01383	56.1	6.4	PF00512.31|HisKA, PF00672.30|HAMP, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF00672.30, PFAM:PF02518.31
CADBPJ010000198.1	8402	8677	+	BBJOLO_01386	10.5	9.8		
CADBPJ010000199.1	1116	3128	-	BBJOLO_01387	76.9	5.2	PF02836.23|Glyco_hydro_2_C, PF02929.23|Bgal_small_N, PF16353.11|LacZ_4	PFAM:PF02836.23, PFAM:PF02929.23, PFAM:PF16353.11
CADBPJ010000200.1	511	2646	-	BBJOLO_01388	80.9	4.3	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000200.1	2684	3670	-	BBJOLO_01389	35.4	4.9	PF04389.22|Peptidase_M28	PFAM:PF04389.22
CADBPJ010000200.1	3639	4691	-	BBJOLO_01390	38.2	6.0		
CADBPJ010000200.1	5701	6579	-	BBJOLO_01392	32.6	5.5	PF02875.26|Mur_ligase_C, PF08245.18|Mur_ligase_M	PFAM:PF02875.26, PFAM:PF08245.18
CADBPJ010000201.1	1133	1819	+	BBJOLO_01394	26.3	9.0		
CADBPJ010000202.1	256	1305	+	BBJOLO_01407	38.5	6.2	PF01734.28|Patatin	PFAM:PF01734.28
CADBPJ010000202.1	1401	2594	+	BBJOLO_01408	44.3	4.9		
CADBPJ010000202.1	3323	3871	+	BBJOLO_01410	21.0	4.6		
CADBPJ010000202.1	3871	4623	+	BBJOLO_01411	27.9	7.7	PF17774.7|YlmH_RBD	PFAM:PF17774.7
CADBPJ010000202.1	4645	5082	+	BBJOLO_01412	16.9	5.1		
CADBPJ010000202.1	13185	13448	+	BBJOLO_01415	10.0	4.7		
CADBPJ010000203.1	313	2256	-	BBJOLO_01416	74.0	4.7	PF00395.25|SLH, PF02156.21|Glyco_hydro_26	PFAM:PF00395.25, PFAM:PF02156.21
CADBPJ010000204.1	2096	2848	+	BBJOLO_01422	29.0	7.6	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000204.1	4545	5297	+	BBJOLO_01425	28.8	8.9	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000204.1	5885	6193	+	BBJOLO_01427	11.7	9.4		
CADBPJ010000204.1	6255	7001	+	BBJOLO_01428	29.1	8.8		
CADBPJ010000205.1	116	1468	-	BBJOLO_01429	49.9	5.9		
CADBPJ010000205.1	1657	2733	-	BBJOLO_01430	40.9	5.1	PF00149.33|Metallophos	PFAM:PF00149.33
CADBPJ010000205.1	4288	5022	+	BBJOLO_01432	27.6	7.6	PF00455.28|DeoRC, PF01047.28|MarR, PF08220.18|HTH_DeoR, PF13412.12|HTH_24	PFAM:PF00455.28, PFAM:PF01047.28, PFAM:PF08220.18, PFAM:PF13412.12
CADBPJ010000205.1	5111	5278	+	BBJOLO_01433	6.4	9.9		
CADBPJ010000205.1	5295	5441	+	BBJOLO_01434	5.7	4.3		
CADBPJ010000206.1	231	596	+	BBJOLO_01435	14.0	5.0		
CADBPJ010000206.1	1982	2278	-	BBJOLO_01437	11.3	6.9		
CADBPJ010000207.1	120	494	+	BBJOLO_01438	14.1	9.3		
CADBPJ010000207.1	783	1925	-	BBJOLO_01439	43.0	5.4	PF00004.35|AAA	PFAM:PF00004.35
CADBPJ010000208.1	196	528	+	BBJOLO_01441	12.2	9.6		
CADBPJ010000208.1	660	1178	+	BBJOLO_01442	20.3	8.1	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
CADBPJ010000208.1	1165	1815	+	BBJOLO_01443	24.1	6.8		
CADBPJ010000208.1	1984	2355	+	BBJOLO_01444	14.2	6.6		
CADBPJ010000208.1	2360	3187	+	BBJOLO_01445	32.1	8.7	PF05569.17|Peptidase_M56	PFAM:PF05569.17
CADBPJ010000208.1	3202	4713	+	BBJOLO_01446	56.4	4.7		
CADBPJ010000208.1	4734	5504	+	BBJOLO_01447	29.6	5.4	PF07833.16|Cu_amine_oxidN1	PFAM:PF07833.16
CADBPJ010000208.1	5520	6557	+	BBJOLO_01448	39.6	5.4		
CADBPJ010000208.1	6572	7645	+	BBJOLO_01449	40.6	4.5	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000208.1	7657	7830	+	BBJOLO_01450	6.5	8.0		
CADBPJ010000209.1	1816	2466	+	BBJOLO_01453	23.6	6.3	PF01081.25|Aldolase	PFAM:PF01081.25
CADBPJ010000210.1	101	880	+	BBJOLO_01454	30.1	6.0	PF03372.29|Exo_endo_phos	PFAM:PF03372.29
CADBPJ010000210.1	2543	2803	+	BBJOLO_01456	10.0	6.7	PF01381.28|HTH_3, PF13443.12|HTH_26, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF13443.12, PFAM:PF13560.12
CADBPJ010000210.1	2852	3013	+	BBJOLO_01457	6.0	5.7	PF01381.28|HTH_3	PFAM:PF01381.28
CADBPJ010000211.1	436	1758	+	BBJOLO_01459	46.7	5.2	PF02355.23|SecD_SecF_C, PF07549.19|Sec_GG, PF22599.2|SecDF_P1_head	PFAM:PF02355.23, PFAM:PF07549.19, PFAM:PF22599.2
CADBPJ010000211.1	1751	2677	+	BBJOLO_01460	33.8	8.8	PF02355.23|SecD_SecF_C	PFAM:PF02355.23
CADBPJ010000212.1	265	741	-	BBJOLO_01461	17.4	8.9		
CADBPJ010000212.1	873	1343	-	BBJOLO_01462	16.9	4.5		
CADBPJ010000212.1	2451	4325	-	BBJOLO_01464	69.5	9.1		
CADBPJ010000212.1	4322	4951	-	BBJOLO_01465	22.0	9.9		
CADBPJ010000213.1	160	2505	+	BBJOLO_01466	86.0	4.4	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000213.1	2502	2648	-	BBJOLO_01467	5.3	10.3		
CADBPJ010000214.1	302	787	+	BBJOLO_01468	17.0	9.6		
CADBPJ010000214.1	1380	1757	+	BBJOLO_01469	14.3	9.5		
CADBPJ010000214.1	1918	2448	-	BBJOLO_01470	19.0	4.9		
CADBPJ010000215.1	68	283	-	BBJOLO_01471	8.1	4.1		
CADBPJ010000215.1	635	1504	-	BBJOLO_01472	30.9	9.1		
CADBPJ010000216.1	416	763	+	BBJOLO_01473	12.2	9.9		
CADBPJ010000216.1	854	1045	+	BBJOLO_01474	6.6	4.1		
CADBPJ010000216.1	1175	1423	+	BBJOLO_01475	8.6	4.7		
CADBPJ010000216.1	1817	2173	+	BBJOLO_01476	12.8	6.1		
CADBPJ010000217.1	3232	3330	-	BBJOLO_01478	3.6	9.0		
CADBPJ010000217.1	3649	5175	+	BBJOLO_01479	57.9	5.5		
CADBPJ010000217.1	6378	7655	-	BBJOLO_01482	49.1	8.5	PF07508.19|Recombinase, PF13408.12|Zn_ribbon_recom	PFAM:PF07508.19, PFAM:PF13408.12
CADBPJ010000218.1	5	772	-	BBJOLO_01483	27.5	7.6	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
CADBPJ010000218.1	762	1676	-	BBJOLO_01484	34.5	5.6	PF00701.28|DHDPS	PFAM:PF00701.28
CADBPJ010000218.1	3434	4117	-	BBJOLO_01486	25.8	5.2		
CADBPJ010000219.1	1024	1857	-	BBJOLO_01488	31.6	6.4		
CADBPJ010000219.1	1869	2072	-	BBJOLO_01489	7.4	5.3	PF01381.28|HTH_3, PF13443.12|HTH_26	PFAM:PF01381.28, PFAM:PF13443.12
CADBPJ010000219.1	2228	2521	-	BBJOLO_01490	11.4	4.8		
CADBPJ010000219.1	2598	2867	-	BBJOLO_01491	10.6	4.3		
CADBPJ010000219.1	3134	3553	+	BBJOLO_01492	15.5	5.0	PF05067.18|Mn_catalase	PFAM:PF05067.18
CADBPJ010000219.1	3838	4140	-	BBJOLO_01494	11.1	4.9	PF01909.29|NTP_transf_2, PF18765.7|Polbeta	PFAM:PF01909.29, PFAM:PF18765.7
CADBPJ010000219.1	5776	5907	-	BBJOLO_01496	5.0	4.4		
CADBPJ010000219.1	5955	6581	-	BBJOLO_01497	24.6	8.3		
CADBPJ010000221.1	361	810	+	BBJOLO_01501	16.3	9.4		
CADBPJ010000221.1	1442	1759	-	BBJOLO_01502	11.3	6.6		
CADBPJ010000221.1	2894	4228	-	BBJOLO_01504	50.6	9.1	PF01743.26|PolyA_pol, PF12627.12|PolyA_pol_RNAbd, PF13735.12|tRNA_NucTran2_2	PFAM:PF01743.26, PFAM:PF12627.12, PFAM:PF13735.12
CADBPJ010000221.1	4335	4919	-	BBJOLO_01505	22.0	4.8		
CADBPJ010000221.1	4936	5964	-	BBJOLO_01506	38.5	4.2		
CADBPJ010000221.1	5988	6515	-	BBJOLO_01507	19.0	4.4		
CADBPJ010000221.1	10201	10404	-	BBJOLO_01511	7.6	10.0	PF01381.28|HTH_3	PFAM:PF01381.28
CADBPJ010000221.1	10640	10843	-	BBJOLO_01512	7.7	9.3		
CADBPJ010000221.1	11007	13961	-	BBJOLO_01513	104.8	4.3	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000221.1	15368	17590	-	BBJOLO_01516	79.6	4.7	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000221.1	17636	18820	-	BBJOLO_01517	41.8	4.5	PF02687.27|FtsX, PF12704.14|MacB_PCD	PFAM:PF02687.27, PFAM:PF12704.14
CADBPJ010000221.1	19557	21497	-	BBJOLO_01519	68.7	4.6	PF00364.28|Biotin_lipoyl, PF13533.12|Biotin_lipoyl_2, PF16576.10|HlyD_D23	PFAM:PF00364.28, PFAM:PF13533.12, PFAM:PF16576.10
CADBPJ010000221.1	23706	25931	-	BBJOLO_01521	85.2	5.5	PF00580.27|UvrD-helicase, PF13245.12|AAA_19, PF13361.12|UvrD_C, PF13538.12|UvrD_C_2, PF13604.12|AAA_30, PF21196.3|PcrA_UvrD_tudor	PFAM:PF00580.27, PFAM:PF13245.12, PFAM:PF13361.12, PFAM:PF13538.12, PFAM:PF13604.12, PFAM:PF21196.3
CADBPJ010000221.1	26111	27076	+	BBJOLO_01522	33.7	5.2		
CADBPJ010000221.1	27174	28385	+	BBJOLO_01523	46.3	8.7		
CADBPJ010000221.1	30741	31382	+	BBJOLO_01525	23.9	4.6	PF00702.32|Hydrolase	PFAM:PF00702.32
CADBPJ010000221.1	33364	34350	-	BBJOLO_01528	34.7	4.6		
CADBPJ010000222.1	10	693	+	BBJOLO_01530	24.9	5.7	PF00132.30|Hexapep	PFAM:PF00132.30
CADBPJ010000222.1	804	1775	-	BBJOLO_01531	36.5	5.6	PF09115.15|DNApol3-delta_C, PF13177.12|DNA_pol3_delta2	PFAM:PF09115.15, PFAM:PF13177.12
CADBPJ010000223.1	1494	2696	-	BBJOLO_01535	41.4	4.1	PF00404.24|Dockerin_1, PF02368.24|Big_2, PF21461.3|HL_N-beta, PF22359.2|Big-like	PFAM:PF00404.24, PFAM:PF02368.24, PFAM:PF21461.3, PFAM:PF22359.2
CADBPJ010000223.1	2997	3560	+	BBJOLO_01536	20.6	6.9	PF13349.12|DUF4097	PFAM:PF13349.12
CADBPJ010000223.1	6136	7104	+	BBJOLO_01539	36.0	4.8		
CADBPJ010000223.1	8632	9321	-	BBJOLO_01541	25.6	5.6	PF01381.28|HTH_3, PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4	PFAM:PF01381.28, PFAM:PF04542.20, PFAM:PF04545.22
CADBPJ010000223.1	9524	10207	-	BBJOLO_01542	24.6	5.4	PF13240.11|Zn_Ribbon_1, PF13248.11|Zn_ribbon_3, PF17032.10|Zn_ribbon_15, PF18912.6|DZR_2, PF24460.1|DUF7575, PF24463.1|DUF7577	PFAM:PF13240.11, PFAM:PF13248.11, PFAM:PF17032.10, PFAM:PF18912.6, PFAM:PF24460.1, PFAM:PF24463.1
CADBPJ010000224.1	2094	2687	+	BBJOLO_01544	22.6	8.9	PF01648.25|ACPS, PF22624.1|AASDHPPT_N	PFAM:PF01648.25, PFAM:PF22624.1
CADBPJ010000224.1	2656	2853	-	BBJOLO_01545	7.7	5.2		
CADBPJ010000224.1	2916	3362	+	BBJOLO_01546	16.9	5.6		
CADBPJ010000225.1	56	589	+	BBJOLO_01547	19.9	4.8		
CADBPJ010000225.1	1815	2846	+	BBJOLO_01549	38.2	5.7	PF02224.24|Cytidylate_kin, PF07736.16|CM_1, PF13189.12|Cytidylate_kin2, PF13207.12|AAA_17	PFAM:PF02224.24, PFAM:PF07736.16, PFAM:PF13189.12, PFAM:PF13207.12
CADBPJ010000225.1	2846	3427	+	BBJOLO_01550	21.3	9.8		
CADBPJ010000226.1	20	316	+	BBJOLO_01551	10.9	4.4		
CADBPJ010000226.1	282	1271	+	BBJOLO_01552	36.6	5.7	PF01731.26|Arylesterase, PF10282.15|Lactonase	PFAM:PF01731.26, PFAM:PF10282.15
CADBPJ010000226.1	2192	2446	-	BBJOLO_01553	8.8	5.2		
CADBPJ010000227.1	4036	4941	-	BBJOLO_01558	33.2	6.4	PF00288.32|GHMP_kinases_N, PF08544.19|GHMP_kinases_C	PFAM:PF00288.32, PFAM:PF08544.19
CADBPJ010000227.1	6274	7131	-	BBJOLO_01560	31.8	9.3	PF00892.27|EamA	PFAM:PF00892.27
CADBPJ010000227.1	7344	7490	+	BBJOLO_01561	5.1	8.0		
CADBPJ010000227.1	7491	8840	-	BBJOLO_01562	50.6	4.8	PF13354.11|Beta-lactamase2	PFAM:PF13354.11
CADBPJ010000227.1	11053	12354	-	BBJOLO_01564	47.1	5.3	PF00155.27|Aminotran_1_2, PF01276.26|OKR_DC_1, PF03711.20|OKR_DC_1_C, PF05889.19|SepSecS	PFAM:PF00155.27, PFAM:PF01276.26, PFAM:PF03711.20, PFAM:PF05889.19
CADBPJ010000227.1	13306	14061	-	BBJOLO_01566	27.3	5.5	PF10418.14|DHODB_Fe-S_bind	PFAM:PF10418.14
CADBPJ010000227.1	18537	20351	+	BBJOLO_01571	67.4	6.2	PF00512.31|HisKA, PF00672.30|HAMP, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF00672.30, PFAM:PF02518.31
CADBPJ010000227.1	20686	21012	-	BBJOLO_01572	11.9	9.2	PF13240.11|Zn_Ribbon_1, PF13396.11|PLDc_N	PFAM:PF13240.11, PFAM:PF13396.11
CADBPJ010000227.1	21669	21995	-	BBJOLO_01573	11.7	4.8		
CADBPJ010000227.1	21995	22726	-	BBJOLO_01574	28.1	8.9		
CADBPJ010000227.1	22734	22967	-	BBJOLO_01575	8.7	4.1		
CADBPJ010000227.1	23552	23869	-	BBJOLO_01577	11.9	9.0	PF01381.28|HTH_3, PF13384.12|HTH_23	PFAM:PF01381.28, PFAM:PF13384.12
CADBPJ010000227.1	24079	25191	-	BBJOLO_01578	42.4	4.8	PF07833.16|Cu_amine_oxidN1	PFAM:PF07833.16
CADBPJ010000228.1	584	1645	-	BBJOLO_01579	41.0	7.5	PF00535.33|Glycos_transf_2, PF13641.12|Glyco_tranf_2_3	PFAM:PF00535.33, PFAM:PF13641.12
CADBPJ010000228.1	1658	2719	-	BBJOLO_01580	41.6	6.9		
CADBPJ010000228.1	2762	3907	-	BBJOLO_01581	43.3	5.3	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
CADBPJ010000228.1	3904	4752	-	BBJOLO_01582	32.3	5.2	PF00149.33|Metallophos, PF12850.12|Metallophos_2	PFAM:PF00149.33, PFAM:PF12850.12
CADBPJ010000228.1	4749	6113	-	BBJOLO_01583	51.8	4.8		
CADBPJ010000228.1	6103	7473	-	BBJOLO_01584	52.4	7.5		
CADBPJ010000228.1	7421	8668	-	BBJOLO_01585	46.8	9.0		
CADBPJ010000228.1	8646	9470	-	BBJOLO_01586	31.7	7.9	PF00535.33|Glycos_transf_2, PF13641.12|Glyco_tranf_2_3	PFAM:PF00535.33, PFAM:PF13641.12
CADBPJ010000228.1	9436	10860	-	BBJOLO_01587	54.7	8.1	PF02397.22|Bac_transf	PFAM:PF02397.22
CADBPJ010000228.1	10997	13501	-	BBJOLO_01588	92.4	4.8	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000228.1	14336	15082	-	BBJOLO_01590	29.1	8.4	PF03883.20|H2O2_YaaD	PFAM:PF03883.20
CADBPJ010000228.1	15637	16311	-	BBJOLO_01591	24.9	6.6	PF07833.16|Cu_amine_oxidN1	PFAM:PF07833.16
CADBPJ010000229.1	854	2434	+	BBJOLO_01592	58.0	4.4	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000229.1	2533	3735	-	BBJOLO_01593	45.2	6.1		
CADBPJ010000229.1	3800	4567	+	BBJOLO_01594	28.8	5.1		
CADBPJ010000229.1	4545	4805	-	BBJOLO_01595	9.9	4.8		
