# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
CACVWD010000088.1	cds	5601	5915	-	BMNMOC_01446		hypothetical protein	
CACVWD010000088.1	cds	6049	6825	-	BMNMOC_01447		hypothetical protein	PFAM:PF13349.12
CACVWD010000089.1	cds	65	1360	+	BMNMOC_01448		hypothetical protein	PFAM:PF05193.26
CACVWD010000089.1	cds	1383	2600	+	BMNMOC_01449		hypothetical protein	
CACVWD010000089.1	cds	2602	3309	+	BMNMOC_01450		hypothetical protein	PFAM:PF01168.26
CACVWD010000089.1	cds	3302	3736	+	BMNMOC_01451		hypothetical protein	
CACVWD010000089.1	cds	3752	4039	+	BMNMOC_01452		hypothetical protein	
CACVWD010000089.1	cds	4036	5916	+	BMNMOC_01453	rimO	Ribosomal protein S12 methylthiotransferase RimO	SO:0001217, UniRef:UniRef50_A0A7U9X3S8
CACVWD010000089.1	cds	5947	6459	+	BMNMOC_01454		hypothetical protein	
CACVWD010000089.1	cds	6462	6650	+	BMNMOC_01455		Large ribosomal subunit protein bL32	SO:0001217, UniRef:UniRef50_O34687
CACVWD010000089.1	cds	6821	7144	+	BMNMOC_01456		hypothetical protein	PFAM:PF00293.34
CACVWD010000089.1	cds	7248	9260	+	BMNMOC_01457		hypothetical protein	PFAM:PF02687.27, PFAM:PF12704.14
CACVWD010000089.1	cds	9265	10389	+	BMNMOC_01458		hypothetical protein	
CACVWD010000089.1	cds	10407	11078	+	BMNMOC_01459		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0K8J5X9
CACVWD010000089.1	cds	11151	12167	+	BMNMOC_01460		hypothetical protein	
CACVWD010000089.1	cds	12216	12458	+	BMNMOC_01461		Acyl carrier protein	SO:0001217, UniRef:UniRef50_Q8R9W1
CACVWD010000089.1	cds	12652	13029	-	BMNMOC_01462		hypothetical protein	
CACVWD010000090.1	cds	166	609	+	BMNMOC_01463		hypothetical protein	
CACVWD010000090.1	cds	613	2070	+	BMNMOC_01464		hypothetical protein	
CACVWD010000090.1	cds	2216	2983	-	BMNMOC_01465		hypothetical protein	PFAM:PF01113.26, PFAM:PF05173.19
CACVWD010000090.1	cds	2986	3222	-	BMNMOC_01466		hypothetical protein	PFAM:PF00701.28
CACVWD010000090.1	cds	3194	3826	-	BMNMOC_01467		hypothetical protein	PFAM:PF00701.28
CACVWD010000090.1	cds	3823	4890	-	BMNMOC_01468		Aspartate-semialdehyde dehydrogenase	SO:0001217, UniRef:UniRef50_G7M7P5
CACVWD010000090.1	cds	4875	5786	-	BMNMOC_01469		hypothetical protein	
CACVWD010000090.1	cds	5825	6664	-	BMNMOC_01470		hypothetical protein	
CACVWD010000090.1	cds	6616	6750	-	BMNMOC_01471		hypothetical protein	
CACVWD010000090.1	cds	6720	8195	-	BMNMOC_01472		hypothetical protein	PFAM:PF09547.16, PFAM:PF20438.3, PFAM:PF20439.3
CACVWD010000090.1	cds	8165	8563	-	BMNMOC_01473		hypothetical protein	
CACVWD010000091.1	cds	148	885	+	BMNMOC_01474		hypothetical protein	
CACVWD010000091.1	cds	909	1346	-	BMNMOC_01475		hypothetical protein	
CACVWD010000091.1	cds	1499	1945	+	BMNMOC_01476		hypothetical protein	PFAM:PF02082.26
CACVWD010000091.1	cds	1929	3104	+	BMNMOC_01477	iscS	Cysteine desulfurase IscS	SO:0001217, UniRef:UniRef50_A0A7Y0ELH0
CACVWD010000091.1	cds	3104	3505	+	BMNMOC_01478	nifU	NIF system FeS cluster assembly NifU N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0G4B265
CACVWD010000091.1	cds	3555	3704	+	BMNMOC_01479		hypothetical protein	
CACVWD010000091.1	cds	3833	4222	+	BMNMOC_01480		hypothetical protein	
CACVWD010000091.1	cds	4275	6338	+	BMNMOC_01481		hypothetical protein	PFAM:PF01841.26, PFAM:PF02494.22, PFAM:PF16403.11
CACVWD010000092.1	cds	428	676	-	BMNMOC_01482		hypothetical protein	
CACVWD010000092.1	cds	882	1313	+	BMNMOC_01483		Large ribosomal subunit protein uL13	SO:0001217, UniRef:UniRef50_Q0WB88
CACVWD010000092.1	cds	1332	1724	+	BMNMOC_01484		Small ribosomal subunit protein uS9	SO:0001217, UniRef:UniRef50_Q9CDG7
CACVWD010000092.1	cds	1967	3103	+	BMNMOC_01485		hypothetical protein	
CACVWD010000092.1	cds	3232	4605	+	BMNMOC_01486		Dihydropyrimidinase	SO:0001217, UniRef:UniRef50_A0A9D1N2M1
CACVWD010000092.1	cds	4602	6431	+	BMNMOC_01487		hypothetical protein	PFAM:PF01979.26, PFAM:PF12804.13
CACVWD010000093.1	cds	187	2781	-	BMNMOC_01488	mutS	DNA mismatch repair protein MutS	SO:0001217, UniRef:UniRef50_A0A1Y4NFM7
CACVWD010000093.1	cds	2774	3109	-	BMNMOC_01489		hypothetical protein	
CACVWD010000093.1	cds	3102	4580	-	BMNMOC_01490		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	SO:0001217, UniRef:UniRef50_A0A7C6GQR6
CACVWD010000093.1	cds	4658	4849	+	BMNMOC_01491		Conserved domain protein	SO:0001217, UniRef:UniRef50_C4IDW3
CACVWD010000093.1	cds	4870	5082	+	BMNMOC_01492		Small, acid-soluble spore protein C2	SO:0001217, UniRef:UniRef50_P21887
CACVWD010000093.1	cds	5117	6214	-	BMNMOC_01493		hypothetical protein	PFAM:PF00270.35, PFAM:PF00271.37, PFAM:PF19833.4
CACVWD010000093.1	cds	6288	7010	-	BMNMOC_01494		hypothetical protein	PFAM:PF17191.10
CACVWD010000093.1	cds	7043	8698	-	BMNMOC_01495	dhaL	DhaL domain-containing protein	SO:0001217, UniRef:UniRef50_A0A645B7C7
CACVWD010000093.1	cds	8722	9078	-	BMNMOC_01496		Asp23/Gls24 family envelope stress response protein	SO:0001217, UniRef:UniRef50_R5AEU4
CACVWD010000093.1	cds	9114	9854	-	BMNMOC_01497		putative transcriptional regulatory protein EUBELI_00902	SO:0001217, UniRef:UniRef50_C4Z5P5
CACVWD010000093.1	cds	9881	10363	-	BMNMOC_01498		hypothetical protein	
CACVWD010000094.1	cds	50	2701	+	BMNMOC_01499		hypothetical protein	
CACVWD010000094.1	cds	2959	3480	+	BMNMOC_01500		Carbonic anhydrase	SO:0001217, UniRef:UniRef50_A0A929SD61
CACVWD010000094.1	cds	3568	4197	+	BMNMOC_01501		hypothetical protein	PFAM:PF00037.32, PFAM:PF01243.27, PFAM:PF12797.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13484.11, PFAM:PF13534.11, PFAM:PF14697.11
CACVWD010000094.1	cds	4232	4909	+	BMNMOC_01502	yczE	Membrane protein YczE	SO:0001217, UniRef:UniRef50_E0RZ06
CACVWD010000094.1	cds	4990	5928	+	BMNMOC_01503		hypothetical protein	
CACVWD010000095.1	cds	27	638	+	BMNMOC_01504		Ribosomal RNA small subunit methyltransferase E	SO:0001217, UniRef:UniRef50_R6AW23
CACVWD010000095.1	cds	635	1900	+	BMNMOC_01505		hypothetical protein	PFAM:PF04055.27
CACVWD010000095.1	cds	1913	2248	+	BMNMOC_01506		Uncharacterized HIT-like protein aq_141	SO:0001217, UniRef:UniRef50_O66536
CACVWD010000095.1	cds	2318	3682	+	BMNMOC_01507		UDP-N-acetylmuramate--L-alanine ligase	SO:0001217, UniRef:UniRef50_A0A7C4F7U1
CACVWD010000095.1	cds	3773	4420	-	BMNMOC_01508		Ribulose-phosphate 3-epimerase	SO:0001217, UniRef:UniRef50_A0A2W4NE53
CACVWD010000095.1	cds	4413	5288	-	BMNMOC_01509		hypothetical protein	PFAM:PF03193.22, PFAM:PF16745.11
CACVWD010000095.1	cds	5285	5596	-	BMNMOC_01510		hypothetical protein	
CACVWD010000095.1	cds	5733	6236	+	BMNMOC_01511		hypothetical protein	
CACVWD010000096.1	cds	566	1558	-	BMNMOC_01512		hypothetical protein	
CACVWD010000096.1	cds	1651	2046	-	BMNMOC_01513		hypothetical protein	
CACVWD010000096.1	cds	2146	3150	-	BMNMOC_01514		Aminoglycoside phosphotransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A011V5X2
CACVWD010000096.1	cds	3342	3869	-	BMNMOC_01515		hypothetical protein	
CACVWD010000096.1	tmRNA	4506	4860	-	BMNMOC_01516	ssrA	transfer-messenger RNA, SsrA	SO:0000584
CACVWD010000096.1	cds	5065	5532	-	BMNMOC_01517		SsrA-binding protein	SO:0001217, UniRef:UniRef50_A5HYC7
CACVWD010000096.1	cds	5604	5864	-	BMNMOC_01518	secG	Protein-export membrane protein SecG	SO:0001217, UniRef:UniRef50_A0A316P7G6
CACVWD010000097.1	cds	41	1411	+	BMNMOC_01519		hypothetical protein	PFAM:PF00070.33, PFAM:PF02080.26, PFAM:PF02254.24, PFAM:PF02558.23, PFAM:PF02737.24, PFAM:PF03446.21, PFAM:PF07992.20, PFAM:PF13241.12, PFAM:PF13450.12
CACVWD010000097.1	cds	1408	2730	+	BMNMOC_01520	trkG	Trk system potassium uptake protein TrkG	SO:0001217, UniRef:UniRef50_A0A7U9N8E7
CACVWD010000097.1	cds	2805	3449	-	BMNMOC_01521	trkA	Trk system potassium uptake protein TrkA	SO:0001217, UniRef:UniRef50_A0A317FWV8
CACVWD010000097.1	cds	3465	4829	-	BMNMOC_01522	trkH	Trk system potassium uptake protein TrkH	SO:0001217, UniRef:UniRef50_A0A1H3F861
CACVWD010000097.1	cds	4950	5795	-	BMNMOC_01523		hypothetical protein	PFAM:PF00929.31
CACVWD010000097.1	cds	5923	7728	+	BMNMOC_01524		ABC transporter permease/ATP-binding protein	SO:0001217, UniRef:UniRef50_R6BBR1
CACVWD010000097.1	cds	7728	9593	+	BMNMOC_01525		ABC-type multidrug transport system ATPase and permease components	SO:0001217, UniRef:UniRef50_R7G1P0
CACVWD010000097.1	cds	9692	10057	-	BMNMOC_01526		hypothetical protein	PFAM:PF00392.27
CACVWD010000097.1	cds	10054	10749	-	BMNMOC_01527		hypothetical protein	
CACVWD010000097.1	cds	10730	11593	-	BMNMOC_01528		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A3N4CZR5
CACVWD010000097.1	cds	11730	12314	+	BMNMOC_01529		hypothetical protein	PFAM:PF00085.26, PFAM:PF00578.27
CACVWD010000097.1	cds	12311	12457	+	BMNMOC_01530		hypothetical protein	
CACVWD010000097.1	cds	12507	13322	+	BMNMOC_01531		hypothetical protein	PFAM:PF00037.32, PFAM:PF12798.12, PFAM:PF12801.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13746.11
CACVWD010000098.1	cds	162	830	+	BMNMOC_01532		Deacetylase sirtuin-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAU9CHR9
CACVWD010000098.1	cds	879	2258	-	BMNMOC_01533		hypothetical protein	
CACVWD010000098.1	cds	2259	2735	-	BMNMOC_01534		hypothetical protein	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
CACVWD010000098.1	cds	2895	5639	-	BMNMOC_01535	secA	Protein translocase subunit SecA	SO:0001217, UniRef:UniRef50_A9KS12
CACVWD010000098.1	cds	5747	6043	-	BMNMOC_01536		hypothetical protein	
CACVWD010000098.1	cds	6403	7143	-	BMNMOC_01537		hypothetical protein	
CACVWD010000099.1	cds	11	1528	+	BMNMOC_01538		hypothetical protein	
CACVWD010000099.1	cds	1539	1943	+	BMNMOC_01539		hypothetical protein	
CACVWD010000099.1	cds	1982	2800	+	BMNMOC_01540		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A254RN79
CACVWD010000099.1	cds	2921	7951	+	BMNMOC_01541		hypothetical protein	PFAM:PF00932.25, PFAM:PF13287.12, PFAM:PF13290.12
CACVWD010000100.1	cds	679	903	+	BMNMOC_01542		hypothetical protein	
CACVWD010000100.1	cds	934	1197	+	BMNMOC_01543		hypothetical protein	
CACVWD010000100.1	tRNA	2019	2095	+	BMNMOC_01544	trnA	tRNA-Ala(ggc)	SO:0000254
CACVWD010000100.1	cds	2133	2636	-	BMNMOC_01545		hypothetical protein	PFAM:PF00186.24
CACVWD010000100.1	cds	2639	3469	-	BMNMOC_01546		Thymidylate synthase	SO:0001217, UniRef:UniRef50_F7V4D5
CACVWD010000100.1	cds	3542	3976	-	BMNMOC_01547		hypothetical protein	
CACVWD010000100.1	cds	4003	4596	-	BMNMOC_01548		hypothetical protein	PFAM:PF00226.36
CACVWD010000100.1	cds	4773	5633	+	BMNMOC_01549	degV	DegV family protein	SO:0001217, UniRef:UniRef50_A0A9D1JJS8
CACVWD010000100.1	cds	5807	6049	-	BMNMOC_01550		hypothetical protein	
CACVWD010000101.1	cds	47	433	+	BMNMOC_01551		hypothetical protein	
CACVWD010000101.1	cds	479	1453	-	BMNMOC_01552		hypothetical protein	PFAM:PF00326.27, PFAM:PF00561.26, PFAM:PF12146.15, PFAM:PF12697.13
CACVWD010000101.1	cds	1450	3291	-	BMNMOC_01553		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A940AQE7
CACVWD010000101.1	cds	3304	4029	-	BMNMOC_01554		THIF-type NAD/FAD binding fold domain-containing protein	SO:0001217, UniRef:UniRef50_R9JDK7
CACVWD010000101.1	cds	4124	4747	-	BMNMOC_01555		Calcineurin-like phosphoesterase domain-containing protein	SO:0001217, UniRef:UniRef50_N2A0D6
CACVWD010000101.1	cds	4744	6018	-	BMNMOC_01556		hypothetical protein	
CACVWD010000101.1	cds	6008	6676	-	BMNMOC_01557		hypothetical protein	
CACVWD010000102.1	cds	27	1496	+	BMNMOC_01558		hypothetical protein	
CACVWD010000102.1	cds	1567	1815	-	BMNMOC_01559		hypothetical protein	
CACVWD010000102.1	cds	1815	2909	-	BMNMOC_01560	recF	DNA replication and repair protein RecF	SO:0001217, UniRef:UniRef50_A0A316PXS7
CACVWD010000102.1	cds	3075	3911	-	BMNMOC_01561		2-oxoacid dehydrogenase acyltransferase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A928JT37
CACVWD010000102.1	cds	4019	4948	-	BMNMOC_01562		hypothetical protein	PFAM:PF00892.27
CACVWD010000102.1	cds	4950	5741	-	BMNMOC_01563		hypothetical protein	PFAM:PF00679.30, PFAM:PF21018.2
CACVWD010000102.1	cds	5812	6492	-	BMNMOC_01564		hypothetical protein	PFAM:PF00009.33, PFAM:PF03144.31, PFAM:PF22042.2
CACVWD010000103.1	cds	49	420	+	BMNMOC_01565		oxaloacetate decarboxylase (Na(+) extruding)	SO:0001217, UniRef:UniRef50_A0A379VL33
CACVWD010000103.1	cds	433	1872	+	BMNMOC_01566		Oxaloacetate decarboxylase alpha subunit	SO:0001217, UniRef:UniRef50_A0A0C7NZ64
CACVWD010000103.1	cds	1873	2493	+	BMNMOC_01567		hypothetical protein	
CACVWD010000103.1	cds	2538	3044	+	BMNMOC_01568		hypothetical protein	PFAM:PF02576.22, PFAM:PF17384.8
CACVWD010000103.1	cds	3063	4139	+	BMNMOC_01569	nusA	Transcription termination/antitermination protein NusA	SO:0001217, UniRef:UniRef50_A0A9D1EKE6
CACVWD010000103.1	cds	4158	4415	+	BMNMOC_01570		hypothetical protein	
CACVWD010000103.1	cds	4399	4707	+	BMNMOC_01571		hypothetical protein	PFAM:PF01248.31
CACVWD010000103.1	cds	4922	5704	-	BMNMOC_01572		hypothetical protein	
CACVWD010000104.1	cds	106	237	+	BMNMOC_01573		hypothetical protein	
CACVWD010000104.1	cds	234	1319	+	BMNMOC_01574		tRNA-uridine 2-sulfurtransferase	SO:0001217, UniRef:UniRef50_A0A7Y2HTT4
CACVWD010000104.1	cds	1316	2050	+	BMNMOC_01575		hypothetical protein	PFAM:PF08241.18, PFAM:PF12847.13, PFAM:PF13649.12
CACVWD010000104.1	cds	2028	2813	+	BMNMOC_01576		hypothetical protein	
CACVWD010000104.1	cds	2806	3528	+	BMNMOC_01577		hypothetical protein	PFAM:PF02591.20
CACVWD010000104.1	ncRNA	3542	3874	+	BMNMOC_01578	RNaseP_bact_a	Bacterial RNase P class A	RFAM:RF00010, SO:0000386
CACVWD010000104.1	cds	3913	5688	-	BMNMOC_01579		hypothetical protein	
CACVWD010000105.1	cds	317	994	-	BMNMOC_01580		hypothetical protein	
CACVWD010000105.1	cds	1184	2281	-	BMNMOC_01581		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	SO:0001217, UniRef:UniRef50_A0A947R7E7
CACVWD010000105.1	cds	2242	2433	-	BMNMOC_01582		hypothetical protein	
CACVWD010000105.1	cds	2494	3276	-	BMNMOC_01583		hypothetical protein	PFAM:PF14808.11
CACVWD010000105.1	cds	3266	4474	-	BMNMOC_01584		hypothetical protein	
CACVWD010000105.1	tRNA	4738	4831	-	BMNMOC_01585	trnS	tRNA-Ser(cga)	SO:0000269
CACVWD010000105.1	cds	4875	5330	-	BMNMOC_01586		tRNA-specific adenosine deaminase	SO:0001217, UniRef:UniRef50_A0A1V5Y1Y2
CACVWD010000105.1	cds	5323	6093	-	BMNMOC_01587		tRNA pseudouridine synthase A	SO:0001217, UniRef:UniRef50_A0A939YWM9
CACVWD010000105.1	cds	6090	6899	-	BMNMOC_01588	ecfT	Energy-coupling factor transporter transmembrane protein EcfT	SO:0001217, UniRef:UniRef50_A0A151AMI6
CACVWD010000105.1	cds	6892	7743	-	BMNMOC_01589	ecfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	SO:0001217, UniRef:UniRef50_N1ZLH8
CACVWD010000105.1	cds	7731	7922	-	BMNMOC_01590		hypothetical protein	
CACVWD010000106.1	cds	101	394	-	BMNMOC_01591		GIY-YIG domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0X3TJZ8
CACVWD010000106.1	cds	403	1791	-	BMNMOC_01592		hypothetical protein	
CACVWD010000106.1	cds	1909	5649	+	BMNMOC_01593		hypothetical protein	
CACVWD010000106.1	cds	5598	5783	+	BMNMOC_01594		hypothetical protein	
CACVWD010000106.1	cds	5978	7021	+	BMNMOC_01595		hypothetical protein	
CACVWD010000106.1	cds	7018	8958	+	BMNMOC_01596		hypothetical protein	PFAM:PF01368.27, PFAM:PF02272.25, PFAM:PF24898.1
CACVWD010000106.1	cds	8983	9423	+	BMNMOC_01597		Large ribosomal subunit protein bL9	SO:0001217, UniRef:UniRef50_B9MQN7
CACVWD010000106.1	cds	9424	10659	+	BMNMOC_01598		hypothetical protein	PFAM:PF00772.26, PFAM:PF03796.21, PFAM:PF13481.12
CACVWD010000107.1	cds	62	883	+	BMNMOC_01599		hypothetical protein	
CACVWD010000107.1	cds	1177	2418	+	BMNMOC_01600		hypothetical protein	PFAM:PF00079.25
CACVWD010000107.1	cds	2512	3732	-	BMNMOC_01601		Peptidase T	SO:0001217, UniRef:UniRef50_A0A174IW23
CACVWD010000107.1	cds	3745	4146	-	BMNMOC_01602	yjbQ	YjbQ family protein	SO:0001217, UniRef:UniRef50_C1DVX8
CACVWD010000107.1	cds	4172	4558	-	BMNMOC_01603		hypothetical protein	PFAM:PF13240.11
CACVWD010000107.1	cds	4776	5027	+	BMNMOC_01604		hypothetical protein	PFAM:PF13443.12
CACVWD010000107.1	cds	5024	6667	+	BMNMOC_01605		hypothetical protein	PFAM:PF13684.11, PFAM:PF21645.3
CACVWD010000107.1	cds	6672	7544	+	BMNMOC_01606	degV	DegV family protein	SO:0001217, UniRef:UniRef50_A0A353KQL8
CACVWD010000107.1	cds	7554	8678	+	BMNMOC_01607		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2V2F2D4
CACVWD010000108.1	cds	172	1719	+	BMNMOC_01608		hypothetical protein	
CACVWD010000108.1	cds	2065	2238	+	BMNMOC_01609		hypothetical protein	
CACVWD010000108.1	cds	2260	2886	+	BMNMOC_01610		hypothetical protein	
CACVWD010000108.1	cds	2896	4224	-	BMNMOC_01611		5-methylthioadenosine/S-adenosylhomocysteine deaminase	SO:0001217, UniRef:UniRef50_A0A162T3M9
CACVWD010000108.1	cds	4864	5166	-	BMNMOC_01612		hypothetical protein	
CACVWD010000109.1	cds	122	1324	-	BMNMOC_01613		hypothetical protein	
CACVWD010000109.1	cds	1430	2428	+	BMNMOC_01614		Phosphate acetyltransferase	SO:0001217, UniRef:UniRef50_A0A971K0U3
CACVWD010000109.1	cds	2444	3646	+	BMNMOC_01615		Acetate kinase	SO:0001217, UniRef:UniRef50_Q59331
CACVWD010000109.1	cds	4243	5370	-	BMNMOC_01616		hypothetical protein	
CACVWD010000110.1	cds	286	528	+	BMNMOC_01617		hypothetical protein	
CACVWD010000110.1	cds	828	2378	+	BMNMOC_01618		Ribonuclease Y	SO:0001217, UniRef:UniRef50_O31774
CACVWD010000110.1	cds	2441	2851	+	BMNMOC_01619		hypothetical protein	
CACVWD010000110.1	cds	2848	3777	+	BMNMOC_01620		hypothetical protein	PFAM:PF01244.27
CACVWD010000110.1	cds	4180	4941	-	BMNMOC_01621		hypothetical protein	PFAM:PF01909.29, PFAM:PF13427.11
CACVWD010000110.1	cds	4966	5325	-	BMNMOC_01622		Four helix bundle protein	SO:0001217, UniRef:UniRef50_R6NIE6
CACVWD010000111.1	cds	145	1629	+	BMNMOC_01623		hypothetical protein	
CACVWD010000111.1	cds	1626	2987	+	BMNMOC_01624		hypothetical protein	
CACVWD010000111.1	cds	3156	3338	-	BMNMOC_01625		hypothetical protein	
CACVWD010000111.1	cds	3431	4966	-	BMNMOC_01626		hypothetical protein	
CACVWD010000111.1	cds	5488	5991	+	BMNMOC_01627		hypothetical protein	
CACVWD010000111.1	cds	6061	6882	+	BMNMOC_01628		4Fe-4S ferredoxin-type domain-containing protein	SO:0001217, UniRef:UniRef50_G8LU83
CACVWD010000111.1	cds	7003	8529	-	BMNMOC_01629		P-type Cu(+) transporter	SO:0001217, UniRef:UniRef50_A0A9D2CDC7
CACVWD010000112.1	cds	291	767	+	BMNMOC_01630		hypothetical protein	
CACVWD010000112.1	cds	919	1386	+	BMNMOC_01631		Peptide deformylase	SO:0001217, UniRef:UniRef50_A0A0J6D077
CACVWD010000112.1	cds	1387	2307	+	BMNMOC_01632		Methionyl-tRNA formyltransferase	SO:0001217, UniRef:UniRef50_A0A316PN89
CACVWD010000112.1	cds	2301	3545	+	BMNMOC_01633		hypothetical protein	PFAM:PF01029.23
CACVWD010000112.1	cds	3549	4592	+	BMNMOC_01634	rlmN	putative dual-specificity RNA methyltransferase RlmN	SO:0001217, UniRef:UniRef50_A0A940BV61
CACVWD010000112.1	cds	4744	5028	-	BMNMOC_01635		hypothetical protein	
CACVWD010000113.1	cds	12	575	+	BMNMOC_01636		hypothetical protein	
CACVWD010000113.1	cds	676	1365	+	BMNMOC_01637		Stage 0 sporulation A-like protein	SO:0001217, UniRef:UniRef50_A0A351AVE7
CACVWD010000113.1	cds	1369	3198	+	BMNMOC_01638		hypothetical protein	PFAM:PF00512.31, PFAM:PF00672.30, PFAM:PF02518.31, PFAM:PF13581.12
CACVWD010000113.1	cds	3262	4155	+	BMNMOC_01639		hypothetical protein	PFAM:PF05036.18
CACVWD010000113.1	cds	4157	4627	+	BMNMOC_01640		Ribonuclease H	SO:0001217, UniRef:UniRef50_A0A9D1MIX8
CACVWD010000113.1	cds	4751	5749	+	BMNMOC_01641		Tyr recombinase domain-containing protein	SO:0001217, UniRef:UniRef50_R9JGW6
CACVWD010000113.1	cds	5816	6430	+	BMNMOC_01642		hypothetical protein	PFAM:PF00717.28, PFAM:PF01726.22
CACVWD010000113.1	cds	6413	7648	-	BMNMOC_01643		Methionine gamma-lyase	SO:0001217, UniRef:UniRef50_A0A1V4SH18
CACVWD010000114.1	cds	152	424	+	BMNMOC_01644		hypothetical protein	
CACVWD010000114.1	cds	405	1058	-	BMNMOC_01645		hypothetical protein	
CACVWD010000114.1	cds	1045	3243	-	BMNMOC_01646		hypothetical protein	PFAM:PF00580.27, PFAM:PF00633.29, PFAM:PF13086.12, PFAM:PF13245.12, PFAM:PF13538.12, PFAM:PF13604.12, PFAM:PF14490.11, PFAM:PF14520.12, PFAM:PF18335.7, PFAM:PF23139.1
CACVWD010000114.1	cds	3287	5038	-	BMNMOC_01647		hypothetical protein	PFAM:PF00587.30, PFAM:PF03129.25
CACVWD010000115.1	cds	25	267	+	BMNMOC_01648		hypothetical protein	
CACVWD010000115.1	cds	311	1654	-	BMNMOC_01649		hypothetical protein	PFAM:PF06738.18, PFAM:PF12821.13
CACVWD010000115.1	cds	1832	2929	+	BMNMOC_01650		hypothetical protein	
CACVWD010000115.1	cds	2926	3393	+	BMNMOC_01651		hypothetical protein	PFAM:PF01035.26
CACVWD010000115.1	cds	3529	4713	-	BMNMOC_01652		hypothetical protein	
CACVWD010000116.1	cds	3	3242	+	BMNMOC_01653		hypothetical protein	PFAM:PF00932.25
CACVWD010000116.1	cds	3239	3955	+	BMNMOC_01654		VTC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A316P4G9
CACVWD010000116.1	cds	3998	4576	+	BMNMOC_01655		hypothetical protein	
CACVWD010000116.1	cds	4628	4849	+	BMNMOC_01656		hypothetical protein	
CACVWD010000117.1	cds	189	1892	-	BMNMOC_01657		Adenine deaminase	SO:0001217, UniRef:UniRef50_A0A1V5TYA4
CACVWD010000117.1	cds	1954	2346	-	BMNMOC_01658		hypothetical protein	
CACVWD010000117.1	cds	2359	3066	-	BMNMOC_01659		hypothetical protein	PFAM:PF04239.17
CACVWD010000117.1	cds	3234	3554	+	BMNMOC_01660		hypothetical protein	
CACVWD010000117.1	cds	3569	3904	+	BMNMOC_01661		hypothetical protein	PFAM:PF00364.28, PFAM:PF01597.25, PFAM:PF13533.12, PFAM:PF16576.10
CACVWD010000117.1	cds	3971	4204	-	BMNMOC_01662		hypothetical protein	
CACVWD010000117.1	cds	4252	4563	-	BMNMOC_01663		hypothetical protein	
CACVWD010000118.1	cds	121	516	+	BMNMOC_01664		Large ribosomal subunit protein uL1	SO:0001217, UniRef:UniRef50_A0A4U9WMY4
CACVWD010000118.1	gap	1668	1731	.				
CACVWD010000118.1	cds	1855	3531	+	BMNMOC_01665		hypothetical protein	
CACVWD010000118.1	cds	3680	4285	+	BMNMOC_01666		Riboflavin transporter	SO:0001217, UniRef:UniRef50_A0A923MHE7
CACVWD010000118.1	cds	4462	5367	+	BMNMOC_01667		hypothetical protein	PFAM:PF00126.33
CACVWD010000118.1	cds	5390	6124	+	BMNMOC_01668		hypothetical protein	PFAM:PF00160.26
CACVWD010000119.1	cds	30	1310	+	BMNMOC_01669		hypothetical protein	PFAM:PF01842.31, PFAM:PF02824.27, PFAM:PF13291.12, PFAM:PF19296.4
CACVWD010000119.1	cds	1319	1765	+	BMNMOC_01670		D-aminoacyl-tRNA deacylase	SO:0001217, UniRef:UniRef50_Q5FKI6
CACVWD010000119.1	cds	1767	2411	+	BMNMOC_01671		hypothetical protein	PFAM:PF00753.33, PFAM:PF12706.13
CACVWD010000119.1	cds	2399	3841	+	BMNMOC_01672		Radical SAM core domain-containing protein	SO:0001217, UniRef:UniRef50_R5AGM1
CACVWD010000119.1	ncRNA-region	3879	4088	+			T-box leader	RFAM:RF00230, SO:0000140
CACVWD010000120.1	cds	1850	2095	+	BMNMOC_01673		hypothetical protein	
CACVWD010000120.1	cds	2212	3825	+	BMNMOC_01674		hypothetical protein	PFAM:PF05670.18
CACVWD010000120.1	cds	3873	4397	+	BMNMOC_01675		dITP/XTP pyrophosphatase	SO:0001217, UniRef:UniRef50_A0A136Q2D6
