#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
CACVWD010000067.1	4110	5384	+	BMNMOC_01250	46.7	4.5	PF00595.29|PDZ, PF13180.12|PDZ_2, PF17820.7|PDZ_6	PFAM:PF00595.29, PFAM:PF13180.12, PFAM:PF17820.7
CACVWD010000067.1	7444	7698	-	BMNMOC_01252	9.7	10.0		
CACVWD010000067.1	7843	8421	-	BMNMOC_01253	21.6	5.9		
CACVWD010000068.1	491	892	+	BMNMOC_01254	12.4	4.1		
CACVWD010000068.1	1537	3297	-	BMNMOC_01256	65.9	9.4		
CACVWD010000068.1	3345	4775	-	BMNMOC_01257	53.6	4.6		
CACVWD010000068.1	4935	6443	-	BMNMOC_01258	57.1	4.5		
CACVWD010000068.1	6644	8200	-	BMNMOC_01259	58.0	4.4		
CACVWD010000068.1	8216	8599	-	BMNMOC_01260	14.3	4.6		
CACVWD010000069.1	146	439	-	BMNMOC_01261	10.1	9.5		
CACVWD010000069.1	485	1456	-	BMNMOC_01262	37.0	7.1	PF00561.26|Abhydrolase_1, PF12146.15|Hydrolase_4	PFAM:PF00561.26, PFAM:PF12146.15
CACVWD010000069.1	3143	4513	-	BMNMOC_01264	50.4	9.4		
CACVWD010000069.1	5649	7271	-	BMNMOC_01266	58.4	5.4	PF01895.24|PhoU	PFAM:PF01895.24
CACVWD010000070.1	374	994	-	BMNMOC_01269	23.5	4.9	PF01464.25|SLT	PFAM:PF01464.25
CACVWD010000070.1	991	1587	-	BMNMOC_01270	21.9	4.8	PF01121.26|CoaE	PFAM:PF01121.26
CACVWD010000070.1	1584	4133	-	BMNMOC_01271	94.4	5.3	PF01367.25|5_3_exonuc, PF02739.22|5_3_exonuc_N	PFAM:PF01367.25, PFAM:PF02739.22
CACVWD010000070.1	5559	6920	-	BMNMOC_01273	49.0	4.8		
CACVWD010000070.1	6917	8422	-	BMNMOC_01274	57.4	5.4	PF00005.33|ABC_tran, PF12848.13|ABC_tran_Xtn, PF13304.12|AAA_21	PFAM:PF00005.33, PFAM:PF12848.13, PFAM:PF13304.12
CACVWD010000070.1	8485	8835	-	BMNMOC_01275	NA	5.3	PF00005.33|ABC_tran	PFAM:PF00005.33
CACVWD010000070.1	8935	10542	+	BMNMOC_01276	57.6	6.1	PF01471.23|PG_binding_1	PFAM:PF01471.23
CACVWD010000071.1	58	1815	+	BMNMOC_01278	65.1	6.9	PF02687.27|FtsX	PFAM:PF02687.27
CACVWD010000071.1	1926	2684	+	BMNMOC_01279	27.5	5.1	PF01975.23|SurE	PFAM:PF01975.23
CACVWD010000071.1	3913	4566	+	BMNMOC_01281	24.2	5.5	PF01202.28|SKI, PF02224.24|Cytidylate_kin, PF13189.12|Cytidylate_kin2, PF13207.12|AAA_17	PFAM:PF01202.28, PFAM:PF02224.24, PFAM:PF13189.12, PFAM:PF13207.12
CACVWD010000071.1	4570	5169	+	BMNMOC_01282	22.3	10.0		
CACVWD010000071.1	5169	7568	+	BMNMOC_01283	87.6	5.3	PF00575.29|S1, PF13509.12|S1_2, PF23459.1|S1_RRP5	PFAM:PF00575.29, PFAM:PF13509.12, PFAM:PF23459.1
CACVWD010000071.1	7693	8283	-	BMNMOC_01284	22.0	6.5		
CACVWD010000072.1	23	655	+	BMNMOC_01285	23.5	4.3	PF03714.20|PUD	PFAM:PF03714.20
CACVWD010000072.1	677	2452	+	BMNMOC_01286	64.8	4.6	PF00128.31|Alpha-amylase	PFAM:PF00128.31
CACVWD010000072.1	3228	4931	+	BMNMOC_01288	63.2	6.6	PF00005.33|ABC_tran, PF13401.12|AAA_22	PFAM:PF00005.33, PFAM:PF13401.12
CACVWD010000072.1	4983	5438	-	BMNMOC_01289	16.9	9.4	PF13240.11|Zn_Ribbon_1	PFAM:PF13240.11
CACVWD010000072.1	5451	6119	-	BMNMOC_01290	25.0	5.1	PF00702.32|Hydrolase, PF08282.18|Hydrolase_3, PF13242.12|Hydrolase_like	PFAM:PF00702.32, PFAM:PF08282.18, PFAM:PF13242.12
CACVWD010000072.1	6243	7139	+	BMNMOC_01291	33.9	5.1		
CACVWD010000072.1	7164	8030	+	BMNMOC_01292	31.9	6.0		
CACVWD010000073.1	3750	4670	+	BMNMOC_01296	34.5	7.0		
CACVWD010000073.1	7272	7901	-	BMNMOC_01302	23.4	4.5		
CACVWD010000074.1	131	1366	+	BMNMOC_01303	46.8	9.4		
CACVWD010000074.1	1376	2947	+	BMNMOC_01304	59.3	8.5		
CACVWD010000074.1	2985	3731	-	BMNMOC_01305	29.2	10.1		
CACVWD010000074.1	3779	4927	+	BMNMOC_01306	42.9	5.7	PF01467.32|CTP_transf_like	PFAM:PF01467.32
CACVWD010000074.1	4911	5267	+	BMNMOC_01307	13.8	5.0		
CACVWD010000074.1	5975	6841	-	BMNMOC_01309	32.2	7.2	PF13365.12|Trypsin_2	PFAM:PF13365.12
CACVWD010000074.1	6831	7631	-	BMNMOC_01310	30.2	8.4	PF00149.33|Metallophos, PF12850.12|Metallophos_2	PFAM:PF00149.33, PFAM:PF12850.12
CACVWD010000074.1	7657	7905	-	BMNMOC_01311	9.5	4.9		
CACVWD010000075.1	25	954	+	BMNMOC_01312	34.1	7.1		
CACVWD010000075.1	1350	1688	+	BMNMOC_01313	12.3	5.4		
CACVWD010000075.1	2331	2645	-	BMNMOC_01315	12.2	4.1		
CACVWD010000075.1	7192	7869	+	BMNMOC_01320	24.6	6.7	PF13248.11|Zn_ribbon_3	PFAM:PF13248.11
CACVWD010000076.1	350	1339	-	BMNMOC_01322	37.5	5.6		
CACVWD010000076.1	1354	1926	-	BMNMOC_01323	21.2	5.2		
CACVWD010000076.1	1941	2417	-	BMNMOC_01324	15.7	8.6	PF00137.26|ATP-synt_C	PFAM:PF00137.26
CACVWD010000076.1	2458	4434	-	BMNMOC_01325	72.2	5.2		
CACVWD010000076.1	4431	4745	-	BMNMOC_01326	11.4	4.7		
CACVWD010000077.1	129	773	-	BMNMOC_01331	24.7	5.8	PF00302.23|CAT	PFAM:PF00302.23
CACVWD010000077.1	775	1491	-	BMNMOC_01332	25.9	4.5		
CACVWD010000077.1	2371	2916	-	BMNMOC_01334	20.3	8.7	PF10502.14|Peptidase_S26	PFAM:PF10502.14
CACVWD010000077.1	2923	3531	-	BMNMOC_01335	22.8	6.4	PF10502.14|Peptidase_S26	PFAM:PF10502.14
CACVWD010000077.1	3528	3725	-	BMNMOC_01336	7.2	9.3		
CACVWD010000077.1	3722	4609	-	BMNMOC_01337	34.1	7.6	PF00561.26|Abhydrolase_1, PF03096.20|Ndr, PF12146.15|Hydrolase_4, PF12697.13|Abhydrolase_6	PFAM:PF00561.26, PFAM:PF03096.20, PFAM:PF12146.15, PFAM:PF12697.13
CACVWD010000077.1	4835	5383	+	BMNMOC_01338	20.7	7.0	PF04542.20|Sigma70_r2, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF08281.18
CACVWD010000077.1	5376	5717	+	BMNMOC_01339	12.2	9.6		
CACVWD010000077.1	5803	6867	+	BMNMOC_01340	39.8	4.5		
CACVWD010000077.1	7005	8375	+	BMNMOC_01341	51.0	4.5	PF00560.39|LRR_1, PF12799.13|LRR_4, PF13855.12|LRR_8, PF24758.1|LRR_At5g56370	PFAM:PF00560.39, PFAM:PF12799.13, PFAM:PF13855.12, PFAM:PF24758.1
CACVWD010000077.1	8434	10026	-	BMNMOC_01342	56.9	4.7	PF02368.24|Big_2, PF22359.2|Big-like	PFAM:PF02368.24, PFAM:PF22359.2
CACVWD010000077.1	10238	11308	-	BMNMOC_01343	39.9	11.1		
CACVWD010000077.1	12464	13234	-	BMNMOC_01344	27.8	11.2		
CACVWD010000078.1	393	500	+	BMNMOC_01345	4.3	10.9		
CACVWD010000078.1	1147	2313	-	BMNMOC_01347	44.3	4.6	PF00149.33|Metallophos	PFAM:PF00149.33
CACVWD010000078.1	3764	4693	-	BMNMOC_01350	33.9	9.9		
CACVWD010000078.1	4690	6942	-	BMNMOC_01351	81.6	8.8	PF19732.4|SpoIIE_N	PFAM:PF19732.4
CACVWD010000078.1	7170	7595	+	BMNMOC_01352	16.0	4.9	PF02223.23|Thymidylate_kin	PFAM:PF02223.23
CACVWD010000079.1	135	1382	-	BMNMOC_01353	46.9	9.9	PF01757.29|Acyl_transf_3	PFAM:PF01757.29
CACVWD010000079.1	2123	2443	-	BMNMOC_01355	12.8	4.1		SO:0001217, UniRef:UniRef50_A0A2V2E7Q0
CACVWD010000079.1	4088	4915	+	BMNMOC_01358	30.5	4.5	PF00753.33|Lactamase_B	PFAM:PF00753.33
CACVWD010000079.1	7673	8167	-	BMNMOC_01367	19.2	5.0	PF02810.21|SEC-C	PFAM:PF02810.21
CACVWD010000079.1	8682	9272	-	BMNMOC_01369	20.6	5.0		
CACVWD010000079.1	9253	9618	-	BMNMOC_01370	13.3	5.3	PF02367.23|TsaE	PFAM:PF02367.23
CACVWD010000079.1	9618	9992	-	BMNMOC_01371	14.2	5.9	PF01702.25|TGT	PFAM:PF01702.25
CACVWD010000080.1	157	378	-	BMNMOC_01372	8.4	10.8		
CACVWD010000080.1	375	794	-	BMNMOC_01373	15.2	6.1	PF07009.16|NusG_II	PFAM:PF07009.16
CACVWD010000080.1	797	3163	-	BMNMOC_01374	86.5	4.6	PF09992.14|NAGPA	PFAM:PF09992.14
CACVWD010000080.1	3187	4989	-	BMNMOC_01375	67.2	4.8		
CACVWD010000080.1	5102	6130	+	BMNMOC_01376	37.3	4.8	PF02222.28|ATP-grasp, PF02786.22|CPSase_L_D2, PF08443.16|RimK, PF13535.11|ATP-grasp_4	PFAM:PF02222.28, PFAM:PF02786.22, PFAM:PF08443.16, PFAM:PF13535.11
CACVWD010000080.1	6133	7455	+	BMNMOC_01377	47.4	5.8	PF01225.30|Mur_ligase, PF02875.26|Mur_ligase_C, PF08245.18|Mur_ligase_M	PFAM:PF01225.30, PFAM:PF02875.26, PFAM:PF08245.18
CACVWD010000080.1	8910	9092	-	BMNMOC_01379	6.7	9.5		
CACVWD010000081.1	14	124	+	BMNMOC_01380	3.9	5.1	PF03143.23|GTP_EFTU_D3	PFAM:PF03143.23
CACVWD010000081.1	3044	7600	+	BMNMOC_01382	166.1	4.3	PF00404.24|Dockerin_1, PF17957.7|Big_7	PFAM:PF00404.24, PFAM:PF17957.7
CACVWD010000081.1	10779	11084	+	BMNMOC_01387	11.8	4.4		
CACVWD010000081.1	11735	12085	+	BMNMOC_01389	13.0	9.0		
CACVWD010000081.1	12144	14678	+	BMNMOC_01390	92.4	8.3		
CACVWD010000081.1	14684	16774	+	BMNMOC_01391	78.8	6.4		
CACVWD010000082.1	264	914	+	BMNMOC_01392	24.5	11.0		
CACVWD010000082.1	6321	6527	+	BMNMOC_01399	7.8	6.1	PF01206.22|TusA	PFAM:PF01206.22
CACVWD010000082.1	6524	6760	+	BMNMOC_01400	8.8	7.7		
CACVWD010000083.1	1362	1736	+	BMNMOC_01402	13.8	5.9		
CACVWD010000083.1	1733	2689	+	BMNMOC_01403	34.4	5.0	PF01368.27|DHH, PF02272.25|DHHA1	PFAM:PF01368.27, PFAM:PF02272.25
CACVWD010000083.1	3704	4621	+	BMNMOC_01405	33.4	6.7	PF01687.23|Flavokinase	PFAM:PF01687.23
CACVWD010000083.1	7222	7458	-	BMNMOC_01408	8.2	6.0		
CACVWD010000084.1	109	1323	+	BMNMOC_01409	44.5	5.0	PF09992.14|NAGPA	PFAM:PF09992.14
CACVWD010000084.1	1334	1591	+	BMNMOC_01410	9.6	10.0		
CACVWD010000084.1	2956	3753	-	BMNMOC_01412	29.0	9.2	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
CACVWD010000084.1	4901	6376	-	BMNMOC_01414	55.5	5.0	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4	PFAM:PF04542.20, PFAM:PF04545.22
CACVWD010000084.1	6388	7350	-	BMNMOC_01415	35.9	5.2	PF10410.14|DnaB_bind, PF13662.12|Toprim_4	PFAM:PF10410.14, PFAM:PF13662.12
CACVWD010000085.1	183	689	-	BMNMOC_01416	18.1	9.2		
CACVWD010000085.1	693	1892	-	BMNMOC_01417	41.7	6.4		
CACVWD010000085.1	1902	2108	-	BMNMOC_01418	7.6	8.8		
CACVWD010000085.1	2105	2599	-	BMNMOC_01419	17.1	5.1	PF01957.25|NfeD, PF24961.1|NfeD_membrane	PFAM:PF01957.25, PFAM:PF24961.1
CACVWD010000085.1	2719	3927	+	BMNMOC_01420	44.0	5.6	PF16916.10|ZT_dimer	PFAM:PF16916.10
CACVWD010000085.1	3924	4865	+	BMNMOC_01421	33.8	4.9	PF00294.29|PfkB	PFAM:PF00294.29
CACVWD010000085.1	5013	5540	-	BMNMOC_01422	20.0	5.1		
CACVWD010000085.1	7958	8173	-	BMNMOC_01424	7.6	4.2	PF13180.12|PDZ_2, PF17820.7|PDZ_6	PFAM:PF13180.12, PFAM:PF17820.7
CACVWD010000086.1	50	586	+	BMNMOC_01425	20.6	10.7		
CACVWD010000086.1	556	1833	-	BMNMOC_01426	46.9	5.5	PF02875.26|Mur_ligase_C, PF08245.18|Mur_ligase_M	PFAM:PF02875.26, PFAM:PF08245.18
CACVWD010000086.1	1830	2417	-	BMNMOC_01427	21.5	9.2		
CACVWD010000086.1	2470	3621	-	BMNMOC_01428	40.6	4.2		
CACVWD010000086.1	3651	4292	-	BMNMOC_01429	23.8	4.7		
CACVWD010000086.1	5861	6610	+	BMNMOC_01431	27.1	5.5		
CACVWD010000087.1	274	1164	-	BMNMOC_01433	32.2	6.2		
CACVWD010000087.1	1258	2094	+	BMNMOC_01434	30.0	9.0	PF01734.28|Patatin	PFAM:PF01734.28
CACVWD010000087.1	2125	3168	+	BMNMOC_01435	36.7	9.4		
CACVWD010000087.1	3211	4236	-	BMNMOC_01436	37.5	5.3		
CACVWD010000087.1	6219	6986	-	BMNMOC_01439	28.1	6.1		
CACVWD010000088.1	38	652	+	BMNMOC_01440	22.2	4.3		
CACVWD010000088.1	649	1086	+	BMNMOC_01441	15.5	9.7		
CACVWD010000088.1	2551	3735	+	BMNMOC_01443	41.8	6.1		
CACVWD010000088.1	3725	4813	+	BMNMOC_01444	38.6	5.5		
CACVWD010000088.1	4807	5550	+	BMNMOC_01445	27.7	6.5	PF01202.28|SKI, PF01817.26|CM_2, PF07728.20|AAA_5	PFAM:PF01202.28, PFAM:PF01817.26, PFAM:PF07728.20
CACVWD010000088.1	5601	5915	-	BMNMOC_01446	11.4	9.8		
CACVWD010000088.1	6049	6825	-	BMNMOC_01447	27.5	4.5	PF13349.12|DUF4097	PFAM:PF13349.12
CACVWD010000089.1	65	1360	+	BMNMOC_01448	47.3	4.9	PF05193.26|Peptidase_M16_C	PFAM:PF05193.26
CACVWD010000089.1	1383	2600	+	BMNMOC_01449	45.3	4.7		
CACVWD010000089.1	2602	3309	+	BMNMOC_01450	26.3	5.6	PF01168.26|Ala_racemase_N	PFAM:PF01168.26
CACVWD010000089.1	3302	3736	+	BMNMOC_01451	16.1	4.5		
CACVWD010000089.1	3752	4039	+	BMNMOC_01452	10.9	4.7		
CACVWD010000089.1	5947	6459	+	BMNMOC_01454	19.3	4.7		
CACVWD010000089.1	6821	7144	+	BMNMOC_01456	12.5	4.5	PF00293.34|NUDIX	PFAM:PF00293.34
CACVWD010000089.1	7248	9260	+	BMNMOC_01457	73.6	4.9	PF02687.27|FtsX, PF12704.14|MacB_PCD	PFAM:PF02687.27, PFAM:PF12704.14
CACVWD010000089.1	9265	10389	+	BMNMOC_01458	41.4	6.9		
CACVWD010000089.1	11151	12167	+	BMNMOC_01460	35.9	7.0		
CACVWD010000089.1	12652	13029	-	BMNMOC_01462	14.3	10.4		
CACVWD010000090.1	166	609	+	BMNMOC_01463	17.7	10.3		
CACVWD010000090.1	613	2070	+	BMNMOC_01464	56.2	9.6		
CACVWD010000090.1	2216	2983	-	BMNMOC_01465	28.1	5.3	PF01113.26|DapB_N, PF05173.19|DapB_C	PFAM:PF01113.26, PFAM:PF05173.19
CACVWD010000090.1	2986	3222	-	BMNMOC_01466	9.0	5.6	PF00701.28|DHDPS	PFAM:PF00701.28
CACVWD010000090.1	3194	3826	-	BMNMOC_01467	22.6	4.7	PF00701.28|DHDPS	PFAM:PF00701.28
CACVWD010000090.1	4875	5786	-	BMNMOC_01469	34.3	9.0		
CACVWD010000090.1	5825	6664	-	BMNMOC_01470	30.1	6.5		
CACVWD010000090.1	6616	6750	-	BMNMOC_01471	5.4	9.0		
CACVWD010000090.1	6720	8195	-	BMNMOC_01472	54.5	4.8	PF09547.16|SpoIVA_ATPase, PF20438.3|SpoIVA_middle, PF20439.3|SpoIVA_C	PFAM:PF09547.16, PFAM:PF20438.3, PFAM:PF20439.3
CACVWD010000090.1	8165	8563	-	BMNMOC_01473	15.5	9.4		
CACVWD010000091.1	148	885	+	BMNMOC_01474	28.2	10.1		
CACVWD010000091.1	909	1346	-	BMNMOC_01475	15.7	4.7		
CACVWD010000091.1	1499	1945	+	BMNMOC_01476	15.9	6.8	PF02082.26|Rrf2	PFAM:PF02082.26
CACVWD010000091.1	3555	3704	+	BMNMOC_01479	5.5	11.0		
CACVWD010000091.1	3833	4222	+	BMNMOC_01480	13.7	6.6		
CACVWD010000091.1	4275	6338	+	BMNMOC_01481	76.5	4.6	PF01841.26|Transglut_core, PF02494.22|HYR, PF16403.11|Bact_surface_Ig-like	PFAM:PF01841.26, PFAM:PF02494.22, PFAM:PF16403.11
CACVWD010000092.1	428	676	-	BMNMOC_01482	9.1	9.8		
CACVWD010000092.1	1967	3103	+	BMNMOC_01485	43.3	4.5		
CACVWD010000092.1	4602	6431	+	BMNMOC_01487	67.9	5.7	PF01979.26|Amidohydro_1, PF12804.13|NTP_transf_3	PFAM:PF01979.26, PFAM:PF12804.13
CACVWD010000093.1	2774	3109	-	BMNMOC_01489	12.8	4.6		
CACVWD010000093.1	5117	6214	-	BMNMOC_01493	40.7	5.4	PF00270.35|DEAD, PF00271.37|Helicase_C, PF19833.4|RecG_dom3_C	PFAM:PF00270.35, PFAM:PF00271.37, PFAM:PF19833.4
CACVWD010000093.1	6288	7010	-	BMNMOC_01494	27.6	9.3	PF17191.10|RecG_wedge	PFAM:PF17191.10
CACVWD010000093.1	9881	10363	-	BMNMOC_01498	16.8	4.8		
CACVWD010000094.1	50	2701	+	BMNMOC_01499	93.5	9.9		
CACVWD010000094.1	3568	4197	+	BMNMOC_01501	23.1	5.2	PF00037.32|Fer4, PF01243.27|PNPOx_N, PF12797.12|Fer4_2, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13484.11|Fer4_16, PF13534.11|Fer4_17, PF14697.11|Fer4_21	PFAM:PF00037.32, PFAM:PF01243.27, PFAM:PF12797.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13484.11, PFAM:PF13534.11, PFAM:PF14697.11
CACVWD010000094.1	4990	5928	+	BMNMOC_01503	35.3	5.1		
CACVWD010000095.1	635	1900	+	BMNMOC_01505	47.1	6.5	PF04055.27|Radical_SAM	PFAM:PF04055.27
CACVWD010000095.1	4413	5288	-	BMNMOC_01509	31.9	5.5	PF03193.22|RsgA_GTPase, PF16745.11|RsgA_N	PFAM:PF03193.22, PFAM:PF16745.11
CACVWD010000095.1	5285	5596	-	BMNMOC_01510	11.5	5.3		
CACVWD010000095.1	5733	6236	+	BMNMOC_01511	19.8	9.0		
CACVWD010000096.1	566	1558	-	BMNMOC_01512	36.6	5.7		
CACVWD010000096.1	1651	2046	-	BMNMOC_01513	14.8	9.5		
CACVWD010000096.1	3342	3869	-	BMNMOC_01515	20.2	5.0		
CACVWD010000097.1	41	1411	+	BMNMOC_01519	49.2	6.0	PF00070.33|Pyr_redox, PF02080.26|TrkA_C, PF02254.24|TrkA_N, PF02558.23|ApbA, PF02737.24|3HCDH_N, PF03446.21|NAD_binding_2, PF07992.20|Pyr_redox_2, PF13241.12|NAD_binding_7, PF13450.12|NAD_binding_8	PFAM:PF00070.33, PFAM:PF02080.26, PFAM:PF02254.24, PFAM:PF02558.23, PFAM:PF02737.24, PFAM:PF03446.21, PFAM:PF07992.20, PFAM:PF13241.12, PFAM:PF13450.12
CACVWD010000097.1	4950	5795	-	BMNMOC_01523	31.4	4.9	PF00929.31|RNase_T	PFAM:PF00929.31
CACVWD010000097.1	9692	10057	-	BMNMOC_01526	13.1	6.3	PF00392.27|GntR	PFAM:PF00392.27
CACVWD010000097.1	10054	10749	-	BMNMOC_01527	25.5	8.6		
CACVWD010000097.1	11730	12314	+	BMNMOC_01529	21.0	4.1	PF00085.26|Thioredoxin, PF00578.27|AhpC-TSA	PFAM:PF00085.26, PFAM:PF00578.27
CACVWD010000097.1	12311	12457	+	BMNMOC_01530	5.0	9.2		
CACVWD010000097.1	12507	13322	+	BMNMOC_01531	29.9	9.4	PF00037.32|Fer4, PF12798.12|Fer4_3, PF12801.12|Fer4_5, PF12837.12|Fer4_6, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13746.11|Fer4_18	PFAM:PF00037.32, PFAM:PF12798.12, PFAM:PF12801.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13746.11
CACVWD010000098.1	879	2258	-	BMNMOC_01533	50.9	4.5		
CACVWD010000098.1	2259	2735	-	BMNMOC_01534	18.1	9.1	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
CACVWD010000098.1	5747	6043	-	BMNMOC_01536	11.7	9.5		
CACVWD010000098.1	6403	7143	-	BMNMOC_01537	28.8	9.8		
CACVWD010000099.1	11	1528	+	BMNMOC_01538	55.5	8.9		
CACVWD010000099.1	1539	1943	+	BMNMOC_01539	14.6	8.6		
CACVWD010000099.1	2921	7951	+	BMNMOC_01541	186.8	4.8	PF00932.25|LTD, PF13287.12|Fn3_assoc, PF13290.12|CHB_HEX_C_1	PFAM:PF00932.25, PFAM:PF13287.12, PFAM:PF13290.12
CACVWD010000100.1	679	903	+	BMNMOC_01542	8.6	11.2		
CACVWD010000100.1	934	1197	+	BMNMOC_01543	9.8	10.1		
CACVWD010000100.1	2133	2636	-	BMNMOC_01545	18.8	8.4	PF00186.24|DHFR_1	PFAM:PF00186.24
CACVWD010000100.1	3542	3976	-	BMNMOC_01547	17.1	10.9		
CACVWD010000100.1	4003	4596	-	BMNMOC_01548	22.4	7.7	PF00226.36|DnaJ	PFAM:PF00226.36
CACVWD010000100.1	5807	6049	-	BMNMOC_01550	8.8	6.0		
CACVWD010000101.1	47	433	+	BMNMOC_01551	13.6	9.3		
CACVWD010000101.1	479	1453	-	BMNMOC_01552	35.4	4.5	PF00326.27|Peptidase_S9, PF00561.26|Abhydrolase_1, PF12146.15|Hydrolase_4, PF12697.13|Abhydrolase_6	PFAM:PF00326.27, PFAM:PF00561.26, PFAM:PF12146.15, PFAM:PF12697.13
CACVWD010000101.1	4744	6018	-	BMNMOC_01556	46.8	5.3		
CACVWD010000101.1	6008	6676	-	BMNMOC_01557	25.2	7.7		
CACVWD010000102.1	27	1496	+	BMNMOC_01558	54.9	8.9		
CACVWD010000102.1	1567	1815	-	BMNMOC_01559	9.3	5.8		
CACVWD010000102.1	4019	4948	-	BMNMOC_01562	33.5	9.3	PF00892.27|EamA	PFAM:PF00892.27
CACVWD010000102.1	4950	5741	-	BMNMOC_01563	29.7	5.7	PF00679.30|EFG_C, PF21018.2|BipA_C	PFAM:PF00679.30, PFAM:PF21018.2
CACVWD010000102.1	5812	6492	-	BMNMOC_01564	25.0	4.4	PF00009.33|GTP_EFTU, PF03144.31|GTP_EFTU_D2, PF22042.2|EF-G_D2	PFAM:PF00009.33, PFAM:PF03144.31, PFAM:PF22042.2
CACVWD010000103.1	1873	2493	+	BMNMOC_01567	23.1	7.9		
CACVWD010000103.1	2538	3044	+	BMNMOC_01568	19.1	4.7	PF02576.22|RimP_N, PF17384.8|DUF150_C	PFAM:PF02576.22, PFAM:PF17384.8
CACVWD010000103.1	4158	4415	+	BMNMOC_01570	9.6	9.3		
CACVWD010000103.1	4399	4707	+	BMNMOC_01571	11.1	8.7	PF01248.31|Ribosomal_L7Ae	PFAM:PF01248.31
CACVWD010000103.1	4922	5704	-	BMNMOC_01572	26.3	9.6		
CACVWD010000104.1	106	237	+	BMNMOC_01573	4.6	4.2		
CACVWD010000104.1	1316	2050	+	BMNMOC_01575	27.8	5.9	PF08241.18|Methyltransf_11, PF12847.13|Methyltransf_18, PF13649.12|Methyltransf_25	PFAM:PF08241.18, PFAM:PF12847.13, PFAM:PF13649.12
CACVWD010000104.1	2028	2813	+	BMNMOC_01576	28.3	5.6		
CACVWD010000104.1	2806	3528	+	BMNMOC_01577	27.7	5.8	PF02591.20|Zn_ribbon_9	PFAM:PF02591.20
CACVWD010000104.1	3913	5688	-	BMNMOC_01579	67.6	9.1		
CACVWD010000105.1	317	994	-	BMNMOC_01580	24.5	6.2		
CACVWD010000105.1	2242	2433	-	BMNMOC_01582	6.8	8.6		
CACVWD010000105.1	2494	3276	-	BMNMOC_01583	30.0	9.8	PF14808.11|TMEM164	PFAM:PF14808.11
CACVWD010000105.1	3266	4474	-	BMNMOC_01584	45.8	8.7		
CACVWD010000105.1	7731	7922	-	BMNMOC_01590	6.9	4.4		
CACVWD010000106.1	403	1791	-	BMNMOC_01592	52.1	9.4		
CACVWD010000106.1	1909	5649	+	BMNMOC_01593	134.0	4.5		
CACVWD010000106.1	5598	5783	+	BMNMOC_01594	6.4	6.0		
CACVWD010000106.1	5978	7021	+	BMNMOC_01595	37.5	9.0		
CACVWD010000106.1	7018	8958	+	BMNMOC_01596	71.0	6.0	PF01368.27|DHH, PF02272.25|DHHA1, PF24898.1|GGDEF_GdpP	PFAM:PF01368.27, PFAM:PF02272.25, PFAM:PF24898.1
CACVWD010000106.1	9424	10659	+	BMNMOC_01598	46.0	5.3	PF00772.26|DnaB, PF03796.21|DnaB_C, PF13481.12|AAA_25	PFAM:PF00772.26, PFAM:PF03796.21, PFAM:PF13481.12
CACVWD010000107.1	62	883	+	BMNMOC_01599	32.1	11.9		
CACVWD010000107.1	1177	2418	+	BMNMOC_01600	44.5	4.6	PF00079.25|Serpin	PFAM:PF00079.25
CACVWD010000107.1	4172	4558	-	BMNMOC_01603	14.5	9.8	PF13240.11|Zn_Ribbon_1	PFAM:PF13240.11
CACVWD010000107.1	4776	5027	+	BMNMOC_01604	9.5	8.9	PF13443.12|HTH_26	PFAM:PF13443.12
CACVWD010000107.1	5024	6667	+	BMNMOC_01605	59.3	4.8	PF13684.11|FakA-like_C, PF21645.3|FakA-like_M	PFAM:PF13684.11, PFAM:PF21645.3
CACVWD010000108.1	172	1719	+	BMNMOC_01608	59.4	10.3		
CACVWD010000108.1	2065	2238	+	BMNMOC_01609	6.7	5.3		
CACVWD010000108.1	2260	2886	+	BMNMOC_01610	23.8	8.8		
CACVWD010000108.1	4864	5166	-	BMNMOC_01612	11.1	7.0		
CACVWD010000109.1	122	1324	-	BMNMOC_01613	44.1	6.1		
CACVWD010000109.1	4243	5370	-	BMNMOC_01616	44.6	11.4		
CACVWD010000110.1	286	528	+	BMNMOC_01617	9.1	5.5		
CACVWD010000110.1	2441	2851	+	BMNMOC_01619	15.5	4.3		
CACVWD010000110.1	2848	3777	+	BMNMOC_01620	34.5	6.0	PF01244.27|Peptidase_M19	PFAM:PF01244.27
