,MAG,query,target,identity,aln_len,evalue,bitscore,product,contig,start,end,taxonomy,Protein ID,Organism name,Locus,Gene,Function,PFAM ID,Reference,mid,distance,cluster,cluster_size
46970,GCA_902800305.1,EJF39099.1,GCA_902800305.1_HJLCGC_01595,41.0,83,3.55e-12,65.5,hypothetical protein,CADCDP010000017.1,52607,52903,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Minthosoma;s__Minthosoma sp902800305,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,52755.0,,34798,2
46971,GCA_902800305.1,EJF39089.1,GCA_902800305.1_HJLCGC_01597,31.1,135,2.06e-10,59.7,Ribose-5-phosphate isomerase B,CADCDP010000017.1,54713,55156,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Minthosoma;s__Minthosoma sp902800305,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,54934.5,2179.5,34798,2
46910,GCA_902800225.1,EJF39090.1,GCA_902800225.1_DDFMFF_00526,23.3,296,6.29e-09,61.6,hypothetical protein,CADCDQ010000003.1,96583,98463,d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Fiminaster;s__Fiminaster sp900314585,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,97523.0,86088.0,34808,2
46911,GCA_902800225.1,EJF39099.1,GCA_902800225.1_DDFMFF_00531,33.8,269,1.1e-36,141.0,Transketolase,CADCDQ010000003.1,100649,102610,d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Fiminaster;s__Fiminaster sp900314585,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,101629.5,4106.5,34808,2
46981,GCA_902800315.1,EJF39099.1,GCA_902800315.1_BDJELE_00984,35.8,246,2.78e-38,146.0,Transketolase-like pyrimidine-binding domain-containing protein,CADCDU010000007.1,40035,42062,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Physcousia;s__Physcousia sp900313335,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,41048.5,29135.5,34827,2
46982,GCA_902800315.1,EJF39089.1,GCA_902800315.1_BDJELE_00985,32.8,137,1.26e-12,65.5,Ribose-5-phosphate isomerase B,CADCDU010000007.1,42065,42502,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Physcousia;s__Physcousia sp900313335,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,42283.5,1235.0,34827,2
46918,GCA_902800245.1,PRO65854.1,GCA_902800245.1_IIAKHN_00009,33.6,452,1.58e-76,251.0,Aldehyde dehydrogenase,CADCDY010000001.1,7691,9133,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902800245,PRO65854.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,slaB,SLA dehydrogenase,PF02826,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,8412.0,,34854,2
46919,GCA_902800245.1,AAK90112.1,GCA_902800245.1_IIAKHN_00010,30.4,181,7.44e-07,54.3,L-glyceraldehyde 3-phosphate reductase,CADCDY010000001.1,9235,10185,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902800245,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,9710.0,1298.0,34854,2
46921,GCA_902800245.1,EJF39090.1,GCA_902800245.1_IIAKHN_00292,35.2,298,6.57e-46,161.0,Transketolase,CADCDY010000007.1,32695,33618,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902800245,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,33156.5,,34856,2
46922,GCA_902800245.1,EJF39099.1,GCA_902800245.1_IIAKHN_00293,41.6,257,3.88e-62,201.0,Apulose-4-phosphate transketolase subunit A,CADCDY010000007.1,33623,34456,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902800245,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,34039.5,883.0,34856,2
47112,GCA_902800395.1,WP_017967310.1,GCA_902800395.1_JFCIAN_01634,29.5,193,8.66e-07,53.1,Oxidoreductase%2C short chain dehydrogenase/reductase family protein,CADCEC010000011.1,5468,6223,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Colimorpha;s__Colimorpha sp902800395,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,5845.5,,34893,2
47113,GCA_902800395.1,EJF39090.1,GCA_902800395.1_JFCIAN_01635,45.0,298,5.95e-75,239.0,hypothetical protein,CADCEC010000011.1,6303,7535,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Colimorpha;s__Colimorpha sp902800395,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,6919.0,1073.5,34893,2
47036,GCA_902800355.1,EJF39103.1,GCA_902800355.1_MCFIHL_00471,29.9,328,5.58e-36,139.0,1%2C3-propanediol dehydrogenase,CADCEE010000007.1,8070,9287,d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA2450;s__UBA2450 sp902800355,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,8678.5,,34902,2
47037,GCA_902800355.1,AAK90112.1,GCA_902800355.1_MCFIHL_00473,25.9,224,4.53e-07,54.7,Aldo/keto reductase,CADCEE010000007.1,10139,10966,d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA2450;s__UBA2450 sp902800355,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,10552.5,1874.0,34902,2
47057,GCA_902800365.1,EJF39099.1,GCA_902800365.1_FCJPNH_01994,37.2,239,3.1499999999999997e-40,151.0,Transketolase-like pyrimidine-binding domain-containing protein,CADCEF010000029.1,26232,28244,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902800365,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,27238.0,,34922,2
47058,GCA_902800365.1,EJF39089.1,GCA_902800365.1_FCJPNH_01995,38.1,126,8.72e-14,68.6,Ribose-5-phosphate isomerase B,CADCEF010000029.1,28292,28735,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902800365,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,28513.5,1275.5,34922,2
47117,GCA_902800405.1,EJF39099.1,GCA_902800405.1_GCDNOD_00376,34.3,245,2.27e-36,140.0,Transketolase-like pyrimidine-binding domain-containing protein,CADCEG010000004.1,21760,23775,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315775,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,22767.5,,34924,2
47118,GCA_902800405.1,EJF39089.1,GCA_902800405.1_GCDNOD_00377,34.4,125,1.26e-12,65.5,Ribose-5-phosphate isomerase B,CADCEG010000004.1,23810,24247,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315775,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,24028.5,1261.0,34924,2
47072,GCA_902800385.1,PRO65853.1,GCA_902800385.1_BFELOD_00761,32.7,327,3.24e-42,151.0,Fructose-1%2C6-bisphosphate aldolase%2C class II,CADCEH010000008.1,12679,13683,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__RUG572 sp902802945,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,13181.0,,34940,2
47073,GCA_902800385.1,WP_017967310.1,GCA_902800385.1_BFELOD_00764,29.4,248,1.34e-15,78.2,Dehydrogenase of uncharacterized specificity%2C short-chain alcohol dehydrogenase like protein,CADCEH010000008.1,15930,16700,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__RUG572 sp902802945,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,16315.0,3134.0,34940,2
47076,GCA_902800385.1,WP_017967310.1,GCA_902800385.1_BFELOD_01098,32.3,198,4.86e-13,71.2,3-oxoacyl-ACP reductase,CADCEH010000012.1,12729,13532,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__RUG572 sp902802945,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,13130.5,,34943,2
47077,GCA_902800385.1,WP_017967307.1,GCA_902800385.1_BFELOD_01099,31.4,547,2.46e-67,232.0,Dihydroxy-acid dehydratase,CADCEH010000012.1,13547,15232,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__RUG572 sp902802945,WP_017967307.1,Rhizobium leguminosarum bv. trifoliiSRDI565,sulfo-ED,sedC,SG dehydratase,PF00920,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,14389.5,1259.0,34943,2
47134,GCA_902800415.1,AAK90112.1,GCA_902800415.1_HFDHMM_00255,27.5,258,1.2e-13,73.9,Glyoxal reductase,CADCEI010000002.1,4951,5796,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315455,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,5373.5,,34968,2
47135,GCA_902800415.1,EJF39103.1,GCA_902800415.1_HFDHMM_00256,25.8,391,5.11e-22,100.0,Alcohol dehydrogenase iron-type/glycerol dehydrogenase GldA domain-containing protein,CADCEI010000002.1,5808,6971,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315455,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,6389.5,1016.0,34968,2
47136,GCA_902800415.1,EJF39089.1,GCA_902800415.1_HFDHMM_00353,33.6,125,7.86e-12,63.5,Ribose-5-phosphate isomerase B,CADCEI010000002.1,128858,129316,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315455,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,129087.0,122697.5,34969,2
47137,GCA_902800415.1,EJF39099.1,GCA_902800415.1_HFDHMM_00354,36.0,258,5.96e-40,150.0,Transketolase-like pyrimidine-binding domain-containing protein,CADCEI010000002.1,129324,131336,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315455,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,130330.0,1243.0,34969,2
47144,GCA_902800415.1,AAK90112.1,GCA_902800415.1_HFDHMM_01603,23.8,315,4.39e-10,63.9,NADP-dependent oxidoreductase domain-containing protein,CADCEI010000010.1,1256,2191,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315455,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,1723.5,,34976,2
47145,GCA_902800415.1,AAK90112.1,GCA_902800415.1_HFDHMM_01606,22.0,309,0.000482,45.8,Aldo/keto reductase,CADCEI010000010.1,4394,5431,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315455,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,4912.5,3189.0,34976,2
47173,GCA_902800425.1,PRO65852.1,GCA_902800425.1_NGJIPD_01078,27.5,295,8.61e-16,82.0,ATP-dependent 6-phosphofructokinase,CADCEJ010000006.1,174633,175646,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp902779705,PRO65852.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiK,SF kinase,PF00365,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,175139.5,,35000,2
47174,GCA_902800425.1,AAK90112.1,GCA_902800425.1_NGJIPD_01080,28.5,260,5.88e-16,80.9,Glyoxal reductase,CADCEJ010000006.1,176932,177861,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp902779705,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,177396.5,2257.0,35000,2
47283,GCA_902800475.1,EJF39090.1,GCA_902800475.1_PCMFLB_01005,45.3,298,3.5799999999999995e-74,234.0,Transketolase%2C C-terminal subunit,CADCEK010000007.1,26494,27447,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900317845,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,26970.5,,35019,2
47284,GCA_902800475.1,EJF39099.1,GCA_902800475.1_PCMFLB_01006,41.3,271,2.9700000000000003e-57,188.0,Transketolase 2,CADCEK010000007.1,27449,28300,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900317845,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,27874.5,904.0,35019,2
47285,GCA_902800475.1,WP_017967310.1,GCA_902800475.1_PCMFLB_01050,30.7,261,2.66e-22,96.7,D-mannonate oxidoreductase,CADCEK010000007.1,93291,94109,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900317845,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,93700.0,65825.5,35020,2
47286,GCA_902800475.1,EJF39090.1,GCA_902800475.1_PCMFLB_01053,28.5,281,1.92e-20,96.3,1-deoxy-D-xylulose-5-phosphate synthase,CADCEK010000007.1,97509,99386,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900317845,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,98447.5,4747.5,35020,2
47364,GCA_902800535.1,PRO65849.1,GCA_902800535.1_KCCBAI_00049,35.2,213,8.94e-33,122.0,hypothetical protein,CADCEL010000001.1,52301,52969,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900321275,PRO65849.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvB,SQ mutarotase,PF16161,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,52635.0,,35030,7
47365,GCA_902800535.1,EJF39103.1,GCA_902800535.1_KCCBAI_00052,33.0,367,7.7e-59,198.0,hypothetical protein,CADCEL010000001.1,55118,56215,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900321275,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,55666.5,3031.5,35030,7
47366,GCA_902800535.1,EJF39089.1,GCA_902800535.1_KCCBAI_00053,46.8,158,8.37e-48,155.0,4-deoxy-4-sulfo-D-erythrose isomerase,CADCEL010000001.1,56205,56681,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900321275,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,56443.0,776.5,35030,7
47367,GCA_902800535.1,EJF39090.1,GCA_902800535.1_KCCBAI_00054,49.7,306,9.73e-96,289.0,6-deoxy-6-sulfo-D-fructose transketolase subunit SqwH,CADCEL010000001.1,56760,57683,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900321275,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,57221.5,778.5,35030,7
47368,GCA_902800535.1,EJF39099.1,GCA_902800535.1_KCCBAI_00055,57.1,268,1.57e-99,296.0,Transketolase,CADCEL010000001.1,57687,58511,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900321275,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,58099.0,877.5,35030,7
47369,GCA_902800535.1,PRO65851.1,GCA_902800535.1_KCCBAI_00056,35.5,442,4.93e-87,276.0,Sulfoquinovose isomerase,CADCEL010000001.1,58721,60058,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900321275,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,59389.5,1290.5,35030,7
47370,GCA_902800535.1,AYG21326.1,GCA_902800535.1_KCCBAI_00057,50.5,666,6.96e-255,722.0,Alpha-xylosidase,CADCEL010000001.1,60082,62088,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900321275,AYG21326.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihQ,SQase,"PF13802, PF01055, PF21365",https://www.nature.com/articles/nature12947 ,61085.0,1695.5,35030,7
47371,GCA_902800535.1,PRO65849.1,GCA_902800535.1_KCCBAI_00082,34.5,206,4.55e-25,102.0,DUF4867 domain-containing protein,CADCEL010000001.1,90195,90827,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900321275,PRO65849.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvB,SQ mutarotase,PF16161,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,90511.0,29426.0,35031,2
47372,GCA_902800535.1,PRO65851.1,GCA_902800535.1_KCCBAI_00083,23.1,273,6.07e-06,53.1,hypothetical protein,CADCEL010000001.1,90830,92305,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900321275,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,91567.5,1056.5,35031,2
47386,GCA_902800535.1,AYG21326.1,GCA_902800535.1_KCCBAI_02419,25.7,452,7.67e-27,121.0,Alpha-glucosidase,CADCEL010000027.1,22312,24810,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900321275,AYG21326.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihQ,SQase,"PF13802, PF01055, PF21365",https://www.nature.com/articles/nature12947 ,23561.0,,35045,2
47387,GCA_902800535.1,AYG21326.1,GCA_902800535.1_KCCBAI_02420,25.1,387,7.59e-22,105.0,Glycoside hydrolase family 31 N-terminal domain-containing protein,CADCEL010000027.1,25059,27569,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900321275,AYG21326.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihQ,SQase,"PF13802, PF01055, PF21365",https://www.nature.com/articles/nature12947 ,26314.0,2753.0,35045,2
47198,GCA_902800435.1,EJF39099.1,GCA_902800435.1_OJEKEG_02063,36.8,250,3.59e-42,157.0,Transketolase-like pyrimidine-binding domain-containing protein,CADCEQ010000045.1,16022,18034,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp946184965,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,17028.0,,35095,2
47199,GCA_902800435.1,EJF39089.1,GCA_902800435.1_OJEKEG_02064,34.4,125,3.31e-13,67.0,Ribose-5-phosphate isomerase B,CADCEQ010000045.1,18780,19220,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp946184965,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,19000.0,1972.0,35095,2
47299,GCA_902800495.1,WP_017967310.1,GCA_902800495.1_FDFOLC_00446,26.9,145,4.15e-06,50.8,hypothetical protein,CADCET010000005.1,159888,160547,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902800495,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,160217.5,,35103,2
47300,GCA_902800495.1,MCD5344479.1,GCA_902800495.1_FDFOLC_00447,22.6,252,7.19e-05,49.3,Adenylyltransferase/cytidyltransferase family protein,CADCET010000005.1,160580,161920,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902800495,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,161250.0,1032.5,35103,2
47249,GCA_902800465.1,EJF39103.1,GCA_902800465.1_NBBLFK_01083,25.4,355,2.51e-18,90.1,NADH-dependent butanol dehydrogenase A,CADCEU010000059.1,6026,7258,d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp016292145,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,6642.0,,35126,2
47250,GCA_902800465.1,MCD5344479.1,GCA_902800465.1_NBBLFK_01084,22.4,259,9.43e-09,60.8,Gfo/Idh/MocA-like oxidoreductase N-terminal domain-containing protein,CADCEU010000059.1,7292,8263,d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp016292145,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,7777.5,1135.5,35126,2
47252,GCA_902800465.1,PRO65849.1,GCA_902800465.1_NBBLFK_01790,42.5,207,7.69e-44,150.0,DUF4867 domain-containing protein,CADCEU010000126.1,1877,2542,d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp016292145,PRO65849.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvB,SQ mutarotase,PF16161,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2209.5,,35128,4
47253,GCA_902800465.1,PRO65851.1,GCA_902800465.1_NBBLFK_01791,22.8,325,6.88e-08,59.3,hypothetical protein,CADCEU010000126.1,2544,4052,d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp016292145,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,3298.0,1088.5,35128,4
