cluster,target,contig,SQ_gene_content_set,SQ_pathway,SQ_score,taxonomy,bitscore_list,evalue_list
18749,"GCA_902782615.1_BKBGKG_00181,GCA_902782615.1_BKBGKG_00182,GCA_902782615.1_BKBGKG_00185,GCA_902782615.1_BKBGKG_00186",CACZNU010000016.1,"sqiA,sqiK,sqwG,sqwH",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp902782615,"[173.0, 164.0, 221.0, 202.0]","[1.6299999999999998e-48, 3.3600000000000003e-47, 7.41e-69, 7.799999999999999e-63]"
18811,"GCA_902782625.1_JDODCP_01906,GCA_902782625.1_JDODCP_01907,GCA_902782625.1_JDODCP_01908,GCA_902782625.1_JDODCP_01909",CACZNZ010000450.1,"sqvA,sqwG,sqwH,sqwI",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum sp902782625,"[243.0, 253.0, 148.0, 82.0]","[1.63e-77, 1.29e-82, 3.910000000000001e-43, 5.48e-19]"
18861,"GCA_902782725.1_BNOPAG_01643,GCA_902782725.1_BNOPAG_01644,GCA_902782725.1_BNOPAG_01645,GCA_902782725.1_BNOPAG_01646",CACZOD010000182.1,"sqvA,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp017476375,"[563.0, 293.0, 115.0, 290.0]","[1.65e-192, 4.47e-100, 8.98e-29, 2.1e-92]"
18872,"GCA_902782695.1_HDHAFF_01649,GCA_902782695.1_HDHAFF_01650,GCA_902782695.1_HDHAFF_01651",CACZOE010000294.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902782695,"[242.0, 249.0, 161.0]","[4.47e-77, 4.93e-81, 4.26e-48]"
18884,"GCA_902782755.1_FKBOGH_00928,GCA_902782755.1_FKBOGH_00929",CACZOF010000127.1,"sqvA,yihQ",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp016285645,"[280.0, 616.0]","[9.69e-95, 2.96e-213]"
18921,"GCA_902782785.1_FGEMDN_01803,GCA_902782785.1_FGEMDN_01806",CACZOH010000266.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1248;s__UBA1248 sp902782785,"[61.6, 181.0]","[6.49e-09, 9.44e-54]"
18950,"GCA_902782765.1_DMJAEN_00105,GCA_902782765.1_DMJAEN_00106,GCA_902782765.1_DMJAEN_00107",CACZOM010000011.1,"sqiA,sqiK,sqvD",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2943;s__UBA2943 sp900321565,"[137.0, 157.0, 151.0]","[4.27e-37, 1.68e-41, 1.16e-40]"
18982,"GCA_902782765.1_DMJAEN_02620,GCA_902782765.1_DMJAEN_02621",CACZOM010000226.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2943;s__UBA2943 sp900321565,"[121.0, 165.0]","[2.81e-30, 7.37e-46]"
19024,"GCA_902782855.1_AFHCAP_00231,GCA_902782855.1_AFHCAP_00232,GCA_902782855.1_AFHCAP_00234",CACZOO010000027.1,squD,sulfo-ASMO,min,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp902782855,"[89.7, 46.2, 62.0]","[2.8e-18, 5.34e-05, 7.07e-09]"
19028,"GCA_902782855.1_AFHCAP_00396,GCA_902782855.1_AFHCAP_00400",CACZOO010000048.1,squD,sulfo-ASMO,min,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp902782855,"[91.7, 169.0]","[5.75e-19, 3.3999999999999997e-47]"
19051,"GCA_902782855.1_AFHCAP_01947,GCA_902782855.1_AFHCAP_01951",CACZOO010000242.1,"sedA,squD",sulfo-ASMO,min,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp902782855,"[57.0, 59.7]","[4.62e-08, 3.68e-08]"
19092,"GCA_902782845.1_COMMNG_01676,GCA_902782845.1_COMMNG_01677,GCA_902782845.1_COMMNG_01678,GCA_902782845.1_COMMNG_01679,GCA_902782845.1_COMMNG_01680",CACZOP010000208.1,"sqvA,sqvB,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp902782845,"[574.0, 280.0, 123.0, 161.0, 251.0]","[7.079999999999999e-197, 9.369999999999999e-95, 1.15e-31, 7.35e-48, 1.68e-77]"
19118,"GCA_902782815.1_OPHLHL_00771,GCA_902782815.1_OPHLHL_00772,GCA_902782815.1_OPHLHL_00773,GCA_902782815.1_OPHLHL_00774",CACZOS010000133.1,"sqvA,sqwG,sqwH,sqwI",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum sp902782815,"[93.6, 152.0, 231.0, 247.0]","[1.7699999999999998e-23, 1.74e-44, 3.66e-74, 5.07e-79]"
19186,"GCA_902782885.1_ENHOHE_00799,GCA_902782885.1_ENHOHE_00800",CACZOW010000165.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1212;f__UBA1255;g__UBA1255;s__UBA1255 sp902782885,"[190.0, 157.0]","[5.4699999999999994e-55, 1.72e-44]"
19292,"GCA_902782895.1_CAPPGE_01376,GCA_902782895.1_CAPPGE_01377",CACZPA010000186.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__RUG12817;s__RUG12817 sp902782895,"[172.0, 189.0]","[3.49e-50, 1.7e-54]"
19420,"GCA_902782965.1_ACKDFC_01211,GCA_902782965.1_ACKDFC_01212,GCA_902782965.1_ACKDFC_01213",CACZPG010000211.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902782965,"[239.0, 248.0, 161.0]","[7.16e-76, 6.98e-81, 4.26e-48]"
19439,"GCA_902783025.1_KHMFFK_01201,GCA_902783025.1_KHMFFK_01202",CACZPH010000112.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__RUG12826;s__RUG12826 sp902783025,"[169.0, 87.8]","[1.12e-49, 1.67e-18]"
19466,"GCA_902782995.1_EKJEBD_00741,GCA_902782995.1_EKJEBD_00742,GCA_902782995.1_EKJEBD_00743",CACZPJ010000058.1,"sqvA,sqvB,sqvD",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__Roseburia_C sp902782995,"[152.0, 71.2, 135.0]","[8.96e-45, 1.03e-11, 4.26e-38]"
19489,"GCA_902783035.1_OEOEHL_00841,GCA_902783035.1_OEOEHL_00842",CACZPK010000042.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp902783035,"[178.0, 164.0]","[2.06e-50, 2.7000000000000003e-47]"
19497,"GCA_902783015.1_GOPLDC_00310,GCA_902783015.1_GOPLDC_00311",CACZPL010000040.1,"sqvA,sqvD",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia sp902783015,"[53.9, 155.0]","[3.67e-06, 1.09e-45]"
19642,"GCA_902783115.1_DLAHBH_01445,GCA_902783115.1_DLAHBH_01448,GCA_902783115.1_DLAHBH_01449",CACZPW010000217.1,"sqiA,sqvD,yihV",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__12844;s__12844 sp902783115,"[94.0, 177.0, 129.0]","[3.93e-19, 8.13e-53, 5.41e-34]"
19744,"GCA_902783205.1_AILBBM_01605,GCA_902783205.1_AILBBM_01607,GCA_902783205.1_AILBBM_01608,GCA_902783205.1_AILBBM_01609,GCA_902783205.1_AILBBM_01610",CACZQE010000325.1,"sqvA,sqwG,sqwH,sqwI",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum sp017434385,"[63.2, 252.0, 239.0, 144.0, 82.8]","[1.07e-11, 3.8199999999999998e-81, 2.24e-77, 1.75e-41, 2.76e-19]"
19860,"GCA_902783375.1_APFGNI_01759,GCA_902783375.1_APFGNI_01760,GCA_902783375.1_APFGNI_01761",CACZQN010000046.1,"sqiA,sqvD,yihV",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella sp902783375,"[104.0, 92.8, 159.0]","[1.2e-22, 4.42e-20, 7.63e-46]"
19895,"GCA_902783385.1_JHBFBD_00728,GCA_902783385.1_JHBFBD_00729,GCA_902783385.1_JHBFBD_00730",CACZQP010000071.1,"slaB,sqiA,sqiK",sulfo-EMP,min_down,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp902783385,"[212.0, 189.0, 171.0]","[1.11e-61, 1.1299999999999997e-54, 7.31e-50]"
20150,"GCA_902783565.1_MNPIIH_01826,GCA_902783565.1_MNPIIH_01827,GCA_902783565.1_MNPIIH_01828,GCA_902783565.1_MNPIIH_01829",CACZRF010000380.1,"sqvA,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__RUG159;s__RUG159 sp017474705,"[579.0, 270.0, 95.5, 261.0]","[1.91e-199, 1.01e-84, 2.19e-21, 2.62e-87]"
20211,"GCA_902783535.1_PCNILC_00306,GCA_902783535.1_PCNILC_00307,GCA_902783535.1_PCNILC_00308",CACZRJ010000039.1,"sqvA,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Coliplasma;s__Coliplasma sp902783535,"[124.0, 258.0, 386.0]","[5.73e-32, 5.89e-86, 1.85e-128]"
20269,"GCA_902783475.1_ECGIIH_01233,GCA_902783475.1_ECGIIH_01234",CACZRM010000202.1,"sedA,sqvA",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG306;s__RUG306 sp900313435,"[158.0, 54.3]","[7.02e-47, 4.49e-07]"
20305,"GCA_902783645.1_PFCOPL_01075,GCA_902783645.1_PFCOPL_01076,GCA_902783645.1_PFCOPL_01077",CACZRO010000138.1,"sqvA,sqvD,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__RUG420 sp900318715,"[250.0, 108.0, 276.0]","[6.64e-83, 3.3300000000000003e-26, 5.2e-87]"
20314,"GCA_902783575.1_FNGALF_00117,GCA_902783575.1_FNGALF_00118,GCA_902783575.1_FNGALF_00119",CACZRP010000011.1,"sqvA,sqvB,sqvD",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__RUG760;s__RUG760 sp902783575,"[127.0, 54.7, 147.0]","[8.430000000000001e-35, 2.08e-06, 1.17e-42]"
20342,"GCA_902783575.1_FNGALF_01538,GCA_902783575.1_FNGALF_01539,GCA_902783575.1_FNGALF_01540,GCA_902783575.1_FNGALF_01541",CACZRP010000090.1,"sqvA,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__RUG760;s__RUG760 sp902783575,"[593.0, 301.0, 108.0, 279.0]","[9.77e-205, 1.51e-96, 3.25e-26, 2.68e-94]"
20498,"GCA_902783755.1_GIHBOO_00780,GCA_902783755.1_GIHBOO_00783,GCA_902783755.1_GIHBOO_00784,GCA_902783755.1_GIHBOO_00785,GCA_902783755.1_GIHBOO_00786,GCA_902783755.1_GIHBOO_00787",CACZSC010000128.1,"sqvB,sqvD,sqwF,sqwG,sqwH,sqwI",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__UMGS1696 sp902783755,"[130.0, 211.0, 156.0, 281.0, 280.0, 267.0]","[8.28e-36, 1.02e-63, 6.219999999999999e-48, 1.54e-92, 2.84e-93, 1.44e-83]"
20580,"GCA_902783775.1_PFAKPK_00326,GCA_902783775.1_PFAKPK_00327",CACZSI010000026.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp902783775,"[159.0, 162.0]","[2.05e-45, 1.94e-44]"
20587,"GCA_902783825.1_HCAMCI_00252,GCA_902783825.1_HCAMCI_00253",CACZSJ010000033.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902783825,"[172.0, 176.0]","[3.58e-50, 8.1e-50]"
20592,"GCA_902783825.1_HCAMCI_00833,GCA_902783825.1_HCAMCI_00834,GCA_902783825.1_HCAMCI_00835,GCA_902783825.1_HCAMCI_00836",CACZSJ010000114.1,"sqwF,sqwG,sqwH,sqwI",sulfo-TK,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902783825,"[216.0, 166.0, 291.0, 285.0]","[1.18e-65, 9.98e-52, 2.55e-96, 2.14e-95]"
20933,"GCA_902783995.1_HJAMIB_00799,GCA_902783995.1_HJAMIB_00800",CACZTG010000165.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__RUG12999;f__RUG12999;g__RUG12999;s__,"[120.0, 174.0]","[2.38e-30, 1.01e-51]"
21034,"GCA_902784155.1_OHDFAD_01815,GCA_902784155.1_OHDFAD_01816,GCA_902784155.1_OHDFAD_01817,GCA_902784155.1_OHDFAD_01818",CACZTQ010000290.1,"sqvA,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp902784155,"[353.0, 285.0, 129.0, 276.0]","[1.15e-115, 6.97e-97, 5.17e-34, 7.12e-87]"
21098,"GCA_902784305.1_NEJJMD_00764,GCA_902784305.1_NEJJMD_00765",CACZUK010000023.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Onthomonas;s__Onthomonas sp902784305,"[177.0, 157.0]","[5.79e-50, 1.56e-44]"
21168,"GCA_902784545.1_DIADNM_00597,GCA_902784545.1_DIADNM_00598",CACZVC010000030.1,"sqvA,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1248;s__UBA1248 sp902784545,"[128.0, 55.8]","[2.33e-35, 5.43e-07]"
21340,"GCA_902784805.1_PKEPNO_00491,GCA_902784805.1_PKEPNO_00492,GCA_902784805.1_PKEPNO_00493",CACZWD010000010.1,"sqiA,sqvD,yihV",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__RUG12999;f__RUG12999;g__RUG12999;s__RUG12999 sp902784805,"[87.0, 168.0, 122.0]","[7.65e-17, 2.49e-49, 3.0800000000000003e-31]"
21489,"GCA_902784975.1_KHLEPP_00366,GCA_902784975.1_KHLEPP_00367",CACZXC010000001.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902778115,"[195.0, 166.0]","[5.37e-57, 6.08e-48]"
21616,"GCA_902785145.1_HNBBBG_01277,GCA_902785145.1_HNBBBG_01278,GCA_902785145.1_HNBBBG_01279,GCA_902785145.1_HNBBBG_01280,GCA_902785145.1_HNBBBG_01281",CACZXJ010000020.1,"sqvA,sqvB,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp002371215,"[592.0, 288.0, 115.0, 144.0, 291.0]","[4.91e-204, 6.01e-98, 1.2799999999999999e-28, 2.03e-41, 1.02e-92]"
21656,"GCA_902785115.1_DLGOHA_00808,GCA_902785115.1_DLGOHA_00809,GCA_902785115.1_DLGOHA_00810,GCA_902785115.1_DLGOHA_00811,GCA_902785115.1_DLGOHA_00812",CACZXQ010000027.1,"sqvD,sqwF,sqwG,sqwH,sqwI",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902785115,"[213.0, 167.0, 289.0, 295.0, 270.0]","[1.34e-64, 3.5e-52, 1.03e-95, 3.45e-99, 1.38e-84]"
21665,"GCA_902785205.1_LKOIJN_00243,GCA_902785205.1_LKOIJN_00244",CACZXR010000002.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319695,"[162.0, 178.0]","[1.85e-46, 2.11e-50]"
21676,"GCA_902785205.1_LKOIJN_01589,GCA_902785205.1_LKOIJN_01593,GCA_902785205.1_LKOIJN_01594,GCA_902785205.1_LKOIJN_01595,GCA_902785205.1_LKOIJN_01596,GCA_902785205.1_LKOIJN_01597,GCA_902785205.1_LKOIJN_01598",CACZXR010000020.1,"sqvB,sqvD,sqwF,sqwG,sqwH,sqwI,yihQ",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319695,"[125.0, 195.0, 151.0, 298.0, 283.0, 282.0, 728.0]","[4.6799999999999996e-34, 1.24e-57, 4.12e-46, 2.39e-99, 1.7399999999999998e-94, 2.98e-89, 1.94e-257]"
21748,"GCA_902785325.1_OMALKE_01258,GCA_902785325.1_OMALKE_01259",CACZXZ010000022.1,"sqvA,sqwG",sulfo-TAL,min,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp003456415,"[146.0, 130.0]","[3.03e-42, 8.12e-33]"
22099,"GCA_902785635.1_KPFPBI_01245,GCA_902785635.1_KPFPBI_01248,GCA_902785635.1_KPFPBI_01251",CACZZH010000051.1,"sedD,sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Porcincola;s__Porcincola sp902785635,"[62.0, 198.0, 64.3]","[2.14e-09, 5.47e-61, 1.5e-10]"
22199,"GCA_902785745.1_DHJKLC_00791,GCA_902785745.1_DHJKLC_00792,GCA_902785745.1_DHJKLC_00793,GCA_902785745.1_DHJKLC_00794,GCA_902785745.1_DHJKLC_00795,GCA_902785745.1_DHJKLC_00796,GCA_902785745.1_DHJKLC_00797",CACZZV010000036.1,"sqvD,sqwF,sqwG,sqwH,sqwI,yihQ",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,"[154.0, 49.3, 163.0, 281.0, 293.0, 268.0, 727.0]","[2.43e-43, 7.95e-06, 1.15e-50, 1.0899999999999999e-92, 2.8099999999999998e-98, 9.95e-84, 8.430000000000001e-257]"
22325,"GCA_902785905.1_ECABFM_00794,GCA_902785905.1_ECABFM_00795",CADAAM010000026.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902785905,"[177.0, 162.0]","[4.14e-50, 1.85e-46]"
22327,"GCA_902785905.1_ECABFM_00941,GCA_902785905.1_ECABFM_00944,GCA_902785905.1_ECABFM_00945,GCA_902785905.1_ECABFM_00946,GCA_902785905.1_ECABFM_00947,GCA_902785905.1_ECABFM_00948",CADAAM010000035.1,"sqvB,sqvD,sqwF,sqwG,sqwH,sqwI",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902785905,"[125.0, 199.0, 149.0, 298.0, 284.0, 281.0]","[4.6799999999999996e-34, 5.77e-59, 2.36e-45, 2.39e-99, 6.1e-95, 5.94e-89]"
22513,"GCA_902786155.1_PMMLGC_00948,GCA_902786155.1_PMMLGC_00949,GCA_902786155.1_PMMLGC_00950",CADABC010000008.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900317585,"[156.0, 249.0, 256.0]","[3.86e-46, 2.98e-81, 1.68e-82]"
22536,"GCA_902786115.1_NFNGEI_00214,GCA_902786115.1_NFNGEI_00215,GCA_902786115.1_NFNGEI_00216",CADABF010000005.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__Tractidigestivibacter sp900119625,"[211.0, 197.0, 137.0]","[4.31e-65, 1.2699999999999999e-60, 8.35e-39]"
22686,"GCA_902786255.1_PPOHJP_00152,GCA_902786255.1_PPOHJP_00153",CADABY010000001.1,"sqvA,yihQ",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp900319455,"[607.0, 275.0]","[8.84e-210, 6.46e-93]"
22786,"GCA_902786265.1_AFADPF_01263,GCA_902786265.1_AFADPF_01264",CADACE010000009.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp902786265,"[142.0, 83.6]","[1.08e-38, 5.14e-16]"
22800,"GCA_902786265.1_AFADPF_02845,GCA_902786265.1_AFADPF_02849",CADACE010000032.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp902786265,"[169.0, 104.0]","[3.67e-47, 3.3e-24]"
22812,"GCA_902786265.1_AFADPF_03880,GCA_902786265.1_AFADPF_03885",CADACE010000066.1,"sedA,sqvA",sulfo-TAL,min,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp902786265,"[111.0, 62.8]","[1.04e-28, 4.5e-10]"
23012,"GCA_902786615.1_BACDNE_01770,GCA_902786615.1_BACDNE_01771",CADADE010000028.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,"[161.0, 182.0]","[3.67e-46, 7.26e-52]"
23235,"GCA_902787025.1_GLKNOA_00341,GCA_902787025.1_GLKNOA_00342",CADAER010000006.1,"sqvA,yihQ",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp902787025,"[609.0, 275.0]","[1.53e-210, 6.36e-93]"
23597,"GCA_902787435.1_FGPICE_01590,GCA_902787435.1_FGPICE_01591,GCA_902787435.1_FGPICE_01592",CADAGK010000155.1,"sqvA,sqvD,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp017439205,"[285.0, 105.0, 279.0]","[2.29e-90, 3.58e-25, 2.98e-94]"
23837,"GCA_902787755.1_MBLBNA_00129,GCA_902787755.1_MBLBNA_00130",CADAHL010000001.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902787755,"[162.0, 179.0]","[1.29e-46, 7.56e-51]"
23846,"GCA_902787755.1_MBLBNA_01382,GCA_902787755.1_MBLBNA_01384,GCA_902787755.1_MBLBNA_01385,GCA_902787755.1_MBLBNA_01386,GCA_902787755.1_MBLBNA_01387,GCA_902787755.1_MBLBNA_01388",CADAHL010000017.1,"sqvB,sqvD,sqwF,sqwG,sqwH,sqwI",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902787755,"[122.0, 209.0, 157.0, 283.0, 289.0, 280.0]","[1.44e-32, 4.0500000000000003e-63, 2.08e-48, 1.87e-93, 9.08e-97, 1.2e-88]"
23956,"GCA_902787905.1_GHMDMP_00437,GCA_902787905.1_GHMDMP_00438,GCA_902787905.1_GHMDMP_00439,GCA_902787905.1_GHMDMP_00440,GCA_902787905.1_GHMDMP_00441,GCA_902787905.1_GHMDMP_00442",CADAIF010000024.1,"sqvA,sqvB,sqwF,sqwG,sqwH,sqwI",sulfo-TK,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2912;s__UBA2912 sp902787905,"[137.0, 456.0, 379.0, 412.0, 168.0, 275.0]","[9.599999999999999e-39, 1.34e-159, 3.61e-132, 4.01e-144, 1.2e-52, 6.57e-93]"
23956,"GCA_902787905.1_GHMDMP_00437,GCA_902787905.1_GHMDMP_00438,GCA_902787905.1_GHMDMP_00439,GCA_902787905.1_GHMDMP_00440,GCA_902787905.1_GHMDMP_00441,GCA_902787905.1_GHMDMP_00442",CADAIF010000024.1,"sqvA,sqvB,sqwF,sqwG,sqwH,sqwI",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2912;s__UBA2912 sp902787905,"[137.0, 456.0, 379.0, 412.0, 168.0, 275.0]","[9.599999999999999e-39, 1.34e-159, 3.61e-132, 4.01e-144, 1.2e-52, 6.57e-93]"
